,SPY_r,IWM_r,QQQ_r,GLD_r,TLT_r,VBINX,SHY_r,Backtest_r,SPY_x,IWM_x,QQQ_x,GLD_x,TLT_x,SHY_x,Backtest_x
2004-12-10 16:00:00,0.003447729624078688,0.00951919031246784,0.0022590361445780083,0.0016140189442936936,-0.0011242158895182763,-1.1102230246251565e-16,-0.00012251071347191278,0.003143151827179991,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-13 09:30:00,0.0036031525623554383,0.005150456376499246,0.007513157036102225,0.003913489961176131,-0.00033715621276353414,0.0056898386023709335,-0.0004907556894196974,0.003968619944673901,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-13 16:00:00,0.005093528639052547,0.005754860161684805,0.0012428287347749922,0.006879133068582233,0.00247693087142542,0.0,-0.00024504902561373054,0.004289456295104,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-14 09:30:00,-0.0015782661409943222,-0.0009404858361543589,1.0783353832088949e-07,-0.003416123889774414,-0.0033695854475298548,0.0030866680927907897,0.00012292298062632767,-0.001860870696182926,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-14 16:00:00,0.005075728074554808,0.006354966263925954,0.004965268246406973,-0.004798880475268885,0.007324780422014454,0.0,0.00012258855852853578,0.0037843725063266614,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-15 09:30:00,-0.0007453369193388681,0.0003117096276810116,0.00024675827501896563,0.012629139210772466,0.006264698710798378,0.0025643330457121305,0.0006129728040427107,0.0037413937809863906,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-15 16:00:00,0.0014913007827168645,0.008027418097224182,-0.003951592790733871,-0.002494240475929277,0.0027793219381653245,0.0,0.0003673974190472329,0.0011704415102886446,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-16 09:30:00,-0.0013232513069502128,-0.0006957371515587951,0.00024784185491255606,0.0,-0.0034368374110274047,-0.0030691507450885114,-0.000611941277320116,-0.0010415968029247713,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-16 16:00:00,0.0007455019818960462,-0.007117972920696158,-0.00966779871095702,-0.007047101293607527,-0.011347157763345828,2.220446049250313e-16,-0.0004900281939248519,-0.0068869057413420975,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-17 09:30:00,-0.006503667509120459,-0.002960996472666011,0.0017434551534898368,0.005723443223443203,-0.004388814028799426,-0.0035914015414736378,-0.0008573717387810875,-0.0012773159267305716,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-17 16:00:00,-0.00016739494531547994,-0.0010941618161520728,-0.004288547030488199,0.005918483951741438,0.0030515030610929195,0.0,0.0004906894194314226,0.0006839766441757211,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-20 09:30:00,0.002595511839501352,0.0021908011918228,0.002533591609404917,0.003168205548047087,0.0013525254602633208,-0.0005150240117897109,0.00036780285355075826,0.002368127129807895,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-20 16:00:00,-0.002338196242171131,-0.0033569522478554825,-0.00935049279757394,0.00022553574439276858,0.00045010688252133946,0.0,-0.000367667624349477,-0.0028739997321372895,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-21 09:30:00,0.0010880924427367766,0.0018799246374292533,0.004846937913502991,-0.0047361073522779185,0.0016873275986697411,0.006237072444545966,-0.00012383537452886895,0.0009532350480121688,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-21 16:00:00,0.006605359642230191,0.008678592514799188,0.007362300263069166,0.0020394289136771437,0.0013474287300121457,2.220446049250313e-16,0.0002452115176501124,0.005206622012757567,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-22 09:30:00,-8.319602054107644e-05,7.743246988400898e-05,-0.0035281660519339564,-0.00045228402414565494,0.0003360899139339679,0.0020662117910175137,2.220446049250313e-16,-0.0007300247425605422,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-22 16:00:00,0.002492133306831734,0.0018600991517563337,0.004805235083327419,-0.004072420722343373,-0.003699159328541146,0.0,-1.1102230246251565e-16,0.0002771774982061937,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-23 09:30:00,0.001574604046522765,0.00233596858229812,-0.003019716427701269,0.0034074965924579814,-0.001574878339975383,0.0005151171461501569,0.0007359108287237071,0.000544694890720443,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-23 16:00:00,-0.0008273847730441153,0.00023227256208779856,0.0037868466602664075,0.0022640254590911013,-0.001690353880783313,0.0,-0.0009799583846611393,0.0007530812055235759,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-27 09:30:00,0.0035601904973321385,0.006347955018729756,0.0055326561074426905,0.00045179579850906926,-0.0029345395413413744,-0.003606408884026413,-0.00012313125551821624,0.0025916115761344563,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-27 16:00:00,-0.005610561194980823,-0.01269226153846148,-0.009754877438719167,0.004289884752994189,-0.00486810812027394,-1.1102230246251565e-16,-0.0004905690398507856,-0.005727184707888244,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-28 09:30:00,0.0009958103784102335,0.0008570762518025354,0.002020932474682935,-0.0013489658273381222,-0.00045569722677851754,0.00517064958223612,0.00012258132821907353,0.00041383121015581287,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-28 16:00:00,0.004476135647182744,0.012377377594081862,0.007562465720315936,-0.0011255966287976316,-0.00034144092486398936,0.0,0.00024533185510167144,0.004589788281583784,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-29 09:30:00,-0.0008255451751822962,-0.00023067759430761559,-0.0012511527159183577,-0.01014201059594344,0.0004559660575698121,-0.0005142793725954053,0.00036935191953602065,-0.00239868400475638,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-29 16:00:00,0.0023125123503053846,0.00015374557287350932,0.0025050602457445947,-0.005919809012741806,-0.0014795151423859787,0.0,-0.0004904487614134645,-0.00048560119724085906,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-30 09:30:00,0.0003298816012178296,0.0013072824344284584,0.0012492705915798652,-0.003664681630783262,0.0006833519563196333,0.0015441501470605523,-7.75732347690905e-07,-1.8979009447495164e-05,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-30 16:00:00,-0.0022240938678074196,-0.004838368565930229,-0.0019964562016471232,0.007586252873563293,0.0060364348734704976,2.220446049250313e-16,0.00036808146594990987,0.0009127538223298037,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-31 09:30:00,0.0014038014542419042,0.002315066455282455,0.0010002613078301525,0.00045621718201149797,0.0042615241285326455,-0.0005142680560525914,0.0006630470152642065,0.001887374105579731,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2004-12-31 16:00:00,-0.003544929838130484,-0.002925808348450687,-0.0027479640956271645,-0.0011402281021768434,0.0020368902782543774,0.0,-0.0002455125934502922,-0.0016644080212261604,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-03 09:30:00,0.00570847909176031,0.005328669933322594,0.00425831685087652,-0.018721438783594557,-0.0041779667235222195,-0.0056554224000368025,-0.0007357882169893859,-0.001520787926231471,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-03 16:00:00,-0.010365210766127064,-0.01820417822867837,-0.014716887004240675,0.0009306654257796865,0.006350623724200588,-1.1102230246251565e-16,0.0008602555907490927,-0.007200997369813167,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-04 09:30:00,0.0013299484704878406,0.001955547158048132,0.00430382276321839,-0.005113923756392413,-0.0002256140465405343,-0.008790037357751745,-0.00036899651491151264,0.0004499561177642833,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-04 16:00:00,-0.01353143793401479,-0.0233466527151307,-0.022435065411397392,-0.0014017990981729511,-0.010257021976363578,0.0,-0.001842549964743867,-0.014194395427015881,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-05 09:30:00,-0.0007577210306948245,-0.0011192424036701176,-0.00257856952903035,0.0002339260536301513,0.0020493154985747886,-0.0036513344034390105,-5.8744612174699284e-08,-0.00043445828223807046,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-05 16:00:00,-0.006147852554284183,-0.01888906644967092,-0.003619415718717822,-0.0018713918128655527,0.0032958405113270306,0.0,0.0002460866294342612,-0.00544637720484229,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-06 09:30:00,0.0036440188628314996,0.0061999058142210295,0.002335546080593609,-0.004452730464154286,0.00011448346801090636,0.0026175463560231815,0.0002466655597188616,0.0015682447523005514,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-06 16:00:00,0.0014353174360803855,-0.0008917788516874525,-0.0072483301255933386,-0.007768314500941509,0.0005662589130561724,0.0,0.00024596555057909697,-0.0027813694258171486,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-07 09:30:00,0.0030349366106190434,0.0022724102576170413,0.005475985305711806,-0.001423534926522585,0.004754156889400285,-0.001566352509904445,0.00012227911658158064,0.002822790827365118,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-07 16:00:00,-0.0044548961548717125,-0.013359258143320285,-0.0002593879600780724,-0.005939653124257593,-0.0024786051717303748,0.0,0.0,-0.0052983601108516085,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-10 09:30:00,-0.000844132664390651,0.0011485634330044014,-0.0028536510479141297,0.0035851338432120183,0.0011296900902397766,0.003137770087479508,-0.00012281731409635732,0.00043312073083028306,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-10 16:00:00,0.005577184572492344,0.009016377049180235,0.0023413111951431365,-0.0009526315335730562,0.00045127482458573454,0.0,-0.000491896212493681,0.003286703221565679,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-11 09:30:00,-0.003024990883310541,-0.004954953107239368,-0.00415256181851742,0.006197806765249059,0.0024805268177467976,-0.0036494311421274572,0.0004921223003668818,-0.0006908344452142943,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-11 16:00:00,-0.003877267396133366,-0.007265899375718865,-0.002866849175575892,0.0,0.0033745218588407955,0.0,-0.00024590506640409515,-0.002127098817717466,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-12 09:30:00,0.0018611442232066011,0.0014800305927094026,0.004443334445609404,0.007344255089889895,-0.003700558472442661,0.002616252224145743,-0.00012315703417198343,0.0022856411757945284,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-12 16:00:00,0.001435793894665638,0.0026276893188978967,0.0039032526671871626,0.0018814205079962232,0.005063542081797934,0.0,0.00024599581441742124,0.002982339694108971,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-13 09:30:00,0.0005902956656063107,0.0015557636573062528,-2.3565200391040264e-07,-0.004929554222044663,0.004814592043012711,-0.003652865135627681,0.0007393419548686886,0.00040617229837534017,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-13 16:00:00,-0.008597403983457541,-0.004579246054460806,-0.013219335758458461,0.004953975110968845,0.004791086350975027,0.0,0.0004915939354210863,-0.0033301848668865876,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-14 09:30:00,0.0029757267663095277,0.0029574039230590987,0.0034148517010290647,-0.009624390123210813,-0.003104365240020557,0.0036662574797536873,-0.0007376196524462308,-0.0006761545945667359,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-14 16:00:00,0.002288692020948613,0.0065525761832279095,0.006020916072750904,0.0030813226613255473,0.0030032924804608285,0.0,0.0002459127288483298,0.0041893598837427605,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-18 09:30:00,-0.001606564204519545,-0.0023599271163551316,-0.0039030590880817506,-0.0023629253308127263,-0.004103664421544528,0.006263341391591348,-0.0013529505504322747,-0.0028672280322627366,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-18 16:00:00,0.012028784107697144,0.01427406222306793,0.011494305420436612,0.0023685219713756034,0.007461001977917547,0.0,0.0009844203548015074,0.009525335140098968,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-19 09:30:00,-0.00033525279960111565,-0.0004820643731249241,0.00025821266776793195,0.007797778827977275,0.0036479807765730232,-0.005187038037234526,2.0128516942108376e-07,0.0021773310199184382,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-19 16:00:00,-0.010131449384576663,-0.013838603266554061,-0.016782804027885345,-0.009144290309763603,-0.0007709250846610338,0.0,0.0001229653367575967,-0.01013361441468814,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-20 09:30:00,-0.0027909159097687652,-0.0035083093596089965,-0.011292354325071696,-0.003312801860520742,-0.0034167972695814397,-0.004170682033281858,0.0002457395051183031,-0.0048642357449103285,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-20 16:00:00,-0.0033081601773530256,-0.0024562305551005803,-0.007968233308460415,0.003086443568054209,0.005419221531059781,0.0,0.0006144156096441478,-0.001045391788360006,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-21 09:30:00,0.002467812745799103,0.0017233773234315297,0.003481190459273531,0.001656804733727757,-0.003410552187933402,-0.0026176969628329827,-0.00024541818389534065,0.0011837266148597037,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-21 16:00:00,-0.00857459878958644,-0.004014797082677823,-0.011472812166488766,0.009924432892249424,0.004525430563475208,0.0,0.0012284766282930626,-0.0019224689166056795,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-24 09:30:00,0.002654311042744384,0.0029616440968571744,0.0018889581184884374,0.0,0.0008790760329702163,-0.0031501300505478724,-0.00012195041556894992,0.0016767978582120425,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-24 16:00:00,-0.004611777422897867,-0.010580708834985408,-0.015894396979913794,0.000701871750029559,0.0034032935954899646,0.0,-0.0004908700574517422,-0.00539634357845551,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-25 09:30:00,0.0030888975946734565,0.00439358922770694,0.006570143196472866,-0.005611433247603603,-0.0004366628453680299,0.0010533868226820786,-0.00024645859460070696,0.0016009067851763261,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-25 16:00:00,-0.00025666751324382453,-0.0018157972328887162,-0.0016317922219198921,-0.006818645822211256,-0.008975481512965344,0.0,-0.00012282942404573394,-0.0038996768606458067,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-26 09:30:00,0.003764561504211006,0.003969157748487939,0.006809996723542211,0.008285937107673558,0.003423176189438326,0.003682444663269724,-0.0004898428905467656,0.005250565854670609,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-26 16:00:00,-0.0007671070576200645,0.009306588853674524,0.005140773948613786,0.002347945527118922,-0.0015409906778423021,0.0,0.00012290489516719738,0.0028974421187889735,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-27 09:30:00,-0.0003410772487443259,-0.001387519090003786,-0.001615515467861206,-0.004919161511341419,-0.002093921344293981,0.0005244349603406029,-0.00024606898878776207,-0.0020714389324489437,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-27 16:00:00,0.0020479392090120285,0.0042490930584915265,0.0002695605284441793,0.0032956450094163703,0.00022098984382412645,0.0,-1.1102230246251565e-16,0.0020166455298376465,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-28 09:30:00,0.0005109256578386123,0.0032547002313423334,0.003234871932876082,0.0021116847046382947,0.007509946720301697,-0.0010479434307945068,0.0003692103303849503,0.003324425849399404,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-28 16:00:00,-0.0005106647461172731,-0.004055149908997691,-0.008060263082744323,-0.00046827441976771134,0.0025213330133597722,0.0,0.00012287468985561212,-0.002114603828853445,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-31 09:30:00,0.004428455042052137,0.005863105217724263,0.01191790553159433,-0.011243851282357609,-0.0013112561957978608,0.006292672750395578,-0.0001239128835658354,0.0019308716626430522,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-01-31 16:00:00,0.0017804748227336908,0.005829031924515116,0.0010706905494999308,0.00023695807242263278,0.0041607028542494096,0.0,0.0,0.0026155716446841564,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-02-01 09:30:00,0.000761303202242436,8.079940861183132e-05,0.002406794927313216,-0.0030791330393383776,0.0008197315032170138,0.003647303099559407,0.0001345506248737749,0.00019789920040922394,0.2,0.2,0.2,0.2,0.2,0.0,1.0
2005-02-01 16:00:00,0.005581429175475661,0.005553336016096644,0.000800159999991612,0.0002375386077451136,-0.00240596013985217,0.0,0.0001231166943160833,0.0015689320748486684,0.2557155680210755,0.15882847345505907,0.1606170334327539,0.2012635613708211,0.3810043714321465,0.0,1.157429007711856
2005-02-02 09:30:00,0.0012613111290902257,0.0014410548983112559,0.0031982999375275156,0.0028504276888565716,-0.0002193930176278558,0.002596399780447012,-0.0002451140018278064,0.001754634048662521,0.2876886748459294,0.17802312203477832,0.1829735478747121,0.2264375999694248,0.4349284365310159,0.0,1.3100513812558605
2005-02-02 16:00:00,0.0017638081935800187,0.006154075988585639,-0.0015939692240692915,-0.0014211510795559823,0.0025219628022576934,0.0,-0.00012313184329193483,0.002090471953076806,0.28775315913123733,0.17814302418778685,0.1828251884283835,0.2257957048612661,0.43574488809388123,0.0,1.3102619647025548
2005-02-03 09:30:00,-0.0017603785255406734,-0.0026218006021886398,-0.005322475061410814,-0.014231475332068255,-0.004046664909543973,-0.0015535970113257358,-0.0008619159473036708,-0.006928501767346355,0.29918637696540495,0.1802136886081486,0.18849703652341807,0.217056103340403,0.45396315769672646,0.0,1.3389163631341012
2005-02-03 16:00:00,-0.0008399042640669929,-0.002867171119260492,-0.006152996090075025,0.0028873675917380215,0.0035141555790503265,0.0,0.0002464078805564096,0.0002510510671135395,0.299000800028681,0.18064334278784674,0.18729987633514789,0.2069811889399864,0.44817114200949926,0.0,1.3220963501011613
2005-02-04 09:30:00,0.0003362245039890688,7.998331589798013e-05,1.587333409158731e-07,-0.002159309021113165,0.011928998011939917,0.00829854469606306,0.0009846780325277749,0.005090082106660901,0.3044585250034059,0.1861316842985047,0.19154654180559297,0.2116408450667873,0.45517618801964393,0.0,1.3489537841939347
2005-02-04 16:00:00,0.010336159663865585,0.01253891861672396,0.016150685536975073,-0.002885284924260656,0.0019465880615703313,0.0,2.220446049250313e-16,0.008835652307953558,0.3050180325563281,0.186635656807917,0.19184705750525455,0.2137507200991471,0.44231142771723236,0.0,1.339562894685879
2005-02-07 09:30:00,0.00016610338695510762,0.002129574523668909,0.0013242243899032058,0.0019290571032297699,0.0009708822629352909,-0.0005142793725954053,-0.00012191485895451937,0.0015191994911696897,0.2939392724047657,0.18252775795529816,0.18405029097456377,0.21363847130532646,0.4385949158250538,0.0,1.3127507084650079
2005-02-07 16:00:00,-0.0014968814968814304,-0.002361306497873139,-0.0034391799851632987,-0.006738844927529297,0.00646967881107785,0.0,-0.00012303052986295526,-0.00011254230460462644,0.2953790003586499,0.18315802289717087,0.18502048269339952,0.21525951993683123,0.44036444982076456,0.0,1.319181475706816
2005-02-08 09:30:00,0.0008327237217502503,-0.000315436803654201,-0.00026538077488003076,-0.001938478313544989,0.000321615617057569,0.0010290879839136569,-0.00024641251059487335,-0.0001390479498624689,0.29552355254293566,0.18378790915002605,0.18594143675583133,0.2163046461030709,0.43991394965364783,0.0,1.3214714942055117
2005-02-08 16:00:00,0.00033287010623084257,0.0027621971430826786,0.002124322889007102,0.0016994173755624509,0.005355038919726773,0.0,-0.00012316217366292737,0.003729682308014743,0.2952355527468199,0.1834859912920976,0.18568333695571418,0.21523142864152928,0.44152122520594317,0.0,1.3211575348421043
2005-02-09 09:30:00,0.0017471700452773575,0.0033051626669464707,0.0007952087468765523,-0.005574382238215492,-0.004581475268280455,-0.005141407374766205,0.0004916988197221084,-0.0019330573310182993,0.29610119233781973,0.18335286109093152,0.18580795831650362,0.21433031569739655,0.4385933322978449,0.0,1.3181856597404964
