price,carat,cut,color,clarity,polish,symmetry,flourescence,depth,table,lengthWidth,culet
2827,0.51,1,5,6,1,1,8,62.8,57,1.42,0
2827,1,1,0,3,2,0,8,63.9,57,1.29,0
2827,1.01,1,0,0,2,2,7,61.4,60,1.39,0
2828,0.75,1,6,4,2,1,8,62.4,61,1.39,0
2828,1.03,1,0,0,2,1,7,59.2,60,1.41,0
2829,0.9,1,1,2,1,1,8,62.4,59,1.36,0
2830,0.71,0,3,3,2,1,8,65.2,58,1.34,0
2830,0.71,0,3,3,2,1,8,65.2,61,1.35,0
2832,0.72,1,5,4,2,2,8,62.7,57,1.43,0
2832,0.77,1,4,3,2,1,8,60,59,1.37,0
2835,0.74,1,5,5,2,2,7,60.4,61,1.46,0
2837,0.92,0,5,0,2,1,8,65.1,59,1.36,0
2838,0.81,1,5,1,2,2,7,62,56,1.42,0
2838,0.9,1,2,0,2,0,8,64,60,1.42,0
2839,0.76,1,4,5,2,1,8,60.2,60,1.41,0
2840,1,1,0,1,2,1,8,60.5,61,1.42,0
2841,0.73,1,6,3,2,1,8,61.7,61,1.35,0
2842,0.81,1,4,1,1,0,8,64.7,56,1.47,0
2845,0.81,1,6,1,2,1,7,61.5,59,1.45,0
2846,0.74,1,5,3,2,2,8,59.6,58,1.47,0
2846,0.92,1,6,0,2,0,8,62.9,61,1.34,0
2848,0.9,1,3,0,1,0,8,59.9,62,1.4,0
2849,0.77,0,6,3,0,1,7,68,54,1.39,0
2850,0.7,1,6,5,2,1,8,61.8,57,1.43,0
2850,0.8,1,6,1,2,1,8,62.9,61,1.39,0
2851,0.96,1,2,0,2,0,8,59,62,1.33,0
2852,0.71,0,2,5,1,1,8,66.5,60,1.41,0
2853,0.76,1,6,3,1,1,8,61.2,59,1.38,0
2853,0.81,1,5,1,2,1,8,60.3,60,1.35,0
2854,0.71,0,6,2,2,1,7,68.5,55,1.41,0
2856,0.81,1,6,1,1,0,8,57.8,54,1.52,0
2857,0.77,1,4,2,2,2,8,61.5,56,1.39,0
2858,0.73,1,5,4,2,2,8,62.6,55,1.44,0
2858,0.81,1,3,6,2,2,8,61.8,58,1.34,0
2861,0.71,1,5,3,2,1,8,63.2,62,1.32,0
2862,0.53,1,6,6,2,1,8,59.7,60,1.37,0
2864,0.7,1,6,4,2,1,7,62.4,60,1.3,0
2864,0.7,1,6,4,2,1,7,63.4,57,1.43,0
2866,0.7,1,4,5,2,2,8,63.6,58,1.36,0
2866,0.73,0,6,2,1,1,8,65.9,60,1.46,0
2866,0.73,0,6,2,1,1,8,66.4,61,1.36,0
2867,0.9,1,3,0,2,1,8,62.3,60,1.35,0
2867,0.9,1,1,1,2,1,8,62.4,62,1.39,0
2868,0.8,1,6,2,0,1,8,62.8,57,1.31,0
2871,1.03,1,0,0,1,1,7,60.9,62,1.4,0
2872,1.02,1,0,2,1,1,4,58.6,58,1.42,0
2874,0.72,1,5,4,2,1,8,57.6,59,1.34,0
2878,0.73,1,4,4,2,1,8,61.2,58,1.34,0
2878,0.9,1,0,2,2,1,8,62.9,57,1.36,0
2880,0.7,1,6,3,2,2,8,63.3,56,1.32,0
2880,0.7,1,6,3,1,1,8,63.4,61,1.36,0
2880,0.7,1,5,4,2,1,8,61.2,53,1.45,0
2880,0.75,1,6,2,2,1,8,61.4,59,1.36,0
2880,0.9,1,1,1,1,1,8,62.1,61,1.38,0
2881,0.73,1,3,3,1,1,7,60.2,61,1.35,0
2881,0.76,1,6,3,2,1,8,63,61,1.33,0
2881,0.84,1,5,1,2,1,8,58.9,61,1.49,0
2883,0.8,1,6,1,2,2,8,60,59,1.44,0
2883,0.8,1,6,1,2,1,8,60.5,61,1.45,0
2883,0.8,1,2,6,2,1,8,62.9,62,1.38,0
2884,0.8,1,3,1,2,1,8,60.2,58,1.39,0
2885,0.72,1,5,3,2,1,8,60.3,57,1.4,0
2887,0.8,1,2,3,2,1,8,59.2,57,1.4,0
2889,0.8,1,4,1,1,1,8,57.6,61,1.35,0
2893,0.73,1,5,4,2,2,8,59.8,60,1.38,0
2895,0.7,1,5,5,2,1,8,63.4,58,1.47,0
2896,0.77,1,3,3,1,0,8,61.6,58,1.35,0
2896,0.83,0,6,2,1,0,8,69,59,1.36,0
2897,0.78,1,3,5,2,2,8,63.5,63,1.38,0
2898,0.84,1,5,1,2,1,7,60.2,59,1.37,0
2898,1.07,1,0,1,2,1,3,60.4,58,1.4,0
2899,0.84,1,1,5,0,1,8,63.4,58,1.44,0
2900,0.8,1,4,2,2,1,8,61.8,57,1.42,0
2900,0.8,1,4,2,2,1,8,62.3,61,1.43,0
2903,0.7,0,5,3,1,1,8,67.4,56,1.36,0
2903,0.8,1,5,1,2,2,8,60.5,61,1.42,0
2904,0.75,1,3,5,2,2,8,58.8,62,1.41,0
2905,1,1,0,1,2,1,8,63.4,60,1.39,0
2906,1.01,1,0,1,1,1,8,59.9,58,1.35,0
2911,0.8,1,4,1,2,2,8,60.9,59,1.34,0
2911,0.92,1,6,0,2,1,8,58.4,61,1.34,0
2912,0.75,1,6,2,2,1,8,62.9,59,1.38,0
2912,0.81,1,6,1,1,0,7,57.2,56,1.27,0
2914,0.86,1,2,6,2,1,8,58.3,62,1.37,0
2916,0.9,1,2,0,2,1,8,62.6,62,1.35,0
2919,0.7,1,6,5,2,1,8,63.2,58,1.41,0
2919,0.81,1,6,1,2,1,8,62.7,58,1.39,0
2920,0.71,1,6,3,1,1,8,62.6,60,1.34,0
2921,1,1,1,0,2,1,8,63.2,60,1.35,0
2923,0.71,1,6,3,2,1,7,59.1,58,1.44,0
2923,0.71,1,4,4,2,2,8,61.5,58,1.43,0
2923,0.9,0,5,2,1,1,3,61.6,65,1.34,0
2923,0.9,1,2,0,2,1,8,64.5,61,1.42,0
2924,0.7,1,4,3,1,1,8,64,61,1.4,0
2925,1.04,1,0,1,1,1,5,63.7,55,1.38,0
2928,0.9,1,1,1,2,1,8,63.8,59,1.35,0
2929,0.9,0,4,2,0,1,3,68.3,56,1.46,0
2930,0.71,1,5,2,2,1,8,64,56,1.32,0
2930,0.73,1,2,5,1,1,8,61.6,59,1.38,0
2930,0.76,1,4,3,1,1,8,62.7,57,1.4,0
2931,0.81,1,3,2,2,1,8,64.7,52,1.44,0
2932,0.72,1,6,4,2,1,8,63.1,58,1.38,0
2934,0.9,1,5,0,2,1,8,62.6,62,1.32,0
2935,0.76,1,5,3,2,2,3,60.9,62,1.34,0
2937,0.73,1,3,4,1,1,8,63.9,59,1.35,0
2938,0.72,0,5,4,0,0,8,65.2,54,1.34,2
2939,0.76,0,5,2,2,0,7,60.5,65,1.4,0
2939,0.9,1,4,1,2,1,7,61.2,57,1.36,0
2939,0.9,1,0,3,2,1,8,62.7,57,1.34,0
2943,0.73,1,5,2,2,1,8,62.6,58,1.42,0
2944,0.75,1,6,3,0,0,7,62.6,61,1.37,0
2944,0.8,1,6,2,1,0,7,63.4,56,1.45,0
2944,0.9,0,6,2,2,1,3,66.1,55,1.55,0
2947,0.71,1,6,4,2,1,8,60.8,59,1.42,0
2947,0.75,0,3,3,1,1,8,65.7,59,1.35,0
2949,0.74,1,4,3,2,1,8,62.6,59,1.34,0
2950,0.7,0,3,5,1,1,8,65.7,57,1.36,0
2952,0.74,0,3,4,2,1,7,65.9,59,1.34,0
2952,0.77,0,4,4,1,0,8,66.4,61,1.39,0
2952,0.8,1,4,2,2,1,8,62.4,60,1.34,0
2952,0.8,1,3,4,1,1,8,63.1,61,1.33,0
2955,0.75,1,4,4,2,1,8,60.8,59,1.32,0
2956,0.81,1,5,2,2,1,7,61.8,58,1.44,0
2957,0.92,1,1,1,2,1,8,61.7,61,1.34,0
2959,0.72,1,6,3,1,1,7,64.2,60,1.35,0
2961,0.75,1,5,4,1,1,8,61.3,61,1.34,0
2961,0.86,0,3,1,1,1,8,59.3,65,1.39,0
2961,1.01,1,0,1,2,1,8,63.9,57,1.34,0
2963,0.7,0,4,3,2,1,8,66,60,1.37,0
2963,0.75,0,4,2,2,1,8,66,57,1.38,0
2963,0.8,1,6,2,1,1,8,63.6,63,1.35,0
2963,0.83,0,6,4,2,1,7,65.3,60,1.3,0
2963,1.02,1,1,0,2,1,5,64,60,1.32,0
2964,0.9,0,6,0,2,1,7,65.1,58,1.34,0
2965,0.71,1,4,3,1,1,8,58.7,62,1.45,0
2966,0.7,0,5,4,1,1,8,65.9,56,1.37,0
2966,0.91,1,5,0,1,0,5,64.7,53,1.34,0
2968,0.91,1,3,0,2,1,8,62,60,1.34,0
2968,0.91,1,3,0,1,1,8,63.5,61,1.34,0
2970,0.8,1,5,2,2,1,8,62.3,57,1.45,0
2970,0.8,1,4,3,2,2,8,58.6,62,1.39,0
2970,0.8,1,4,3,2,1,8,59,59,1.43,0
2971,0.9,1,1,3,2,0,8,61,57,1.32,0
2972,0.82,1,4,2,1,1,8,61.1,61,1.34,0
2972,1,1,1,0,2,1,5,62,61,1.37,0
2972,1.01,1,0,2,2,1,8,64.4,61,1.34,0
2974,0.73,0,6,3,1,1,5,55.4,63,1.41,0
2974,0.8,1,6,2,2,1,8,64.2,57,1.35,0
2974,0.96,1,0,5,2,1,8,59.2,59,1.44,0
2975,0.9,1,6,0,2,1,7,61.8,62,1.39,0
2977,0.9,1,3,1,2,1,8,61.6,56,1.42,0
2978,0.81,1,5,2,2,2,7,60.8,57,1.37,0
2979,0.8,1,4,3,2,2,8,62.5,62,1.43,0
2982,0.72,1,5,2,2,1,7,57.7,62,1.43,0
2983,0.8,1,4,2,2,1,8,58,61,1.4,0
2983,0.82,1,3,4,2,2,7,60.9,62,1.35,0
2983,0.95,1,1,1,2,1,8,63.8,56,1.43,0
2984,0.7,0,5,5,1,2,8,66.5,56,1.31,0
2984,0.8,1,3,4,2,2,8,64.1,57,1.32,0
2987,0.7,1,4,4,1,1,8,59.9,59,1.32,0
2987,0.7,1,4,4,1,1,8,63,59,1.35,0
2987,0.72,1,5,3,1,1,8,61.5,59,1.46,0
2989,0.91,1,4,0,2,1,8,61,61,1.35,0
2991,0.8,1,3,3,2,1,8,61.9,52,1.33,0
2992,0.75,1,6,3,2,2,8,60.1,56,1.35,0
2992,0.91,1,1,2,2,1,8,63.2,56,1.34,0
2993,0.71,0,6,5,1,1,8,56.7,64,1.41,0
2994,0.9,1,4,0,2,1,8,62.4,57,1.35,0
2995,0.81,1,6,1,1,0,8,59.8,57,1.36,0
2996,0.8,1,4,3,2,1,8,61.3,61,1.39,0
2997,0.76,1,5,3,2,0,8,60.1,62,1.39,0
2999,0.94,1,6,0,1,1,7,60.4,61,1.38,0
3000,0.8,1,5,2,2,1,8,61.4,59,1.34,0
3000,0.91,0,2,3,1,1,5,66.8,60,1.39,0
3003,0.75,1,4,5,2,1,8,62.1,61,1.4,0
3005,0.7,0,4,2,2,1,8,66,57,1.4,0
3005,0.7,1,6,3,2,2,8,60.9,57,1.35,0
3006,0.71,1,6,2,1,0,8,64.2,55,1.3,0
3007,0.82,1,6,1,2,2,8,59.6,60,1.42,0
3008,0.75,1,5,3,2,2,8,59.7,59,1.44,0
3011,0.81,1,4,2,2,1,8,64.3,59,1.4,0
3013,0.9,1,1,1,2,1,7,62.7,60,1.43,0
3014,0.8,1,3,3,1,1,8,60.3,62,1.37,0
3016,0.9,1,3,0,2,1,8,62,58,1.39,0
3016,1.03,1,0,0,2,2,8,60.6,58,1.42,0
3017,0.9,1,3,0,2,1,7,63.5,61,1.36,0
3017,0.93,1,5,0,2,1,8,62,61,1.4,0
3017,1.01,1,1,0,2,1,8,62.8,63,1.36,0
3017,1.01,1,0,1,2,1,8,62.3,57,1.37,0
3018,0.76,1,5,2,1,1,8,63.8,58,1.34,0
3019,1.01,0,1,0,1,0,8,55,65,1.47,2
3020,1.01,1,0,0,2,1,8,64.5,59,1.35,0
3022,0.73,1,4,3,1,1,8,63.6,55,1.4,0
3022,1.01,1,0,1,2,2,8,63.4,59,1.36,0
3023,0.77,0,3,3,1,2,8,66.4,58,1.36,0
3024,0.81,1,3,3,1,1,8,60.2,62,1.46,0
3024,0.91,0,4,1,2,0,7,66.3,55,1.28,0
3026,0.7,0,5,5,1,1,8,65.8,59,1.4,0
3026,0.7,1,5,3,1,1,8,62.6,55,1.4,0
3026,0.7,1,5,5,1,1,8,64,57,1.35,0
3026,0.8,1,5,2,2,1,8,62.2,60,1.34,0
3026,0.93,1,2,1,2,1,5,63.1,61,1.4,0
3028,0.79,0,1,5,1,1,8,65.4,58,1.42,0
3029,0.9,1,3,0,2,1,8,62.7,56,1.4,0
3029,0.9,1,0,6,2,1,7,60.4,55,1.36,0
3030,0.81,0,3,1,1,1,8,66.8,58,1.36,0
3030,0.81,1,4,2,2,2,8,59.3,59,1.42,0
3030,0.81,1,4,2,2,1,8,60.8,61,1.35,0
3030,0.81,1,3,1,1,1,8,62.6,59,1.36,0
3030,0.9,1,6,0,2,1,7,65,56,1.34,0
3030,1,1,0,1,2,1,8,63.8,56,1.43,0
3033,0.8,1,6,2,1,1,8,58.2,60,1.41,0
3033,1,1,2,0,2,1,5,63.4,60,1.36,0
3034,0.82,1,4,2,2,2,8,61.1,57,1.35,0
3035,0.75,1,4,3,2,1,8,60.8,60,1.35,0
3035,0.8,1,4,2,2,1,8,60.7,62,1.34,0
3035,1.02,1,1,1,2,1,8,62.8,60,1.39,0
3036,0.84,0,6,1,1,1,8,69,56,1.46,0
3041,0.8,1,4,3,2,1,8,61.1,60,1.39,0
3042,0.8,1,5,1,1,0,8,64.6,59,1.37,0
3042,0.81,0,3,1,1,1,7,67.3,59,1.35,0
3043,0.92,1,5,0,2,2,8,62.4,59,1.34,0
3043,1,1,2,0,1,0,8,62,58,1.39,0
3044,0.91,0,2,1,0,0,8,55.9,57,1.31,0
3047,0.8,1,5,4,1,1,7,61.1,60,1.34,0
3049,0.72,0,5,4,1,1,8,66.7,57,1.34,0
3049,0.72,1,5,4,1,1,8,64.6,58,1.35,0
3049,1.01,1,2,0,2,1,8,62.2,60,1.39,0
3050,0.71,0,5,4,2,1,8,66,58,1.36,0
3050,0.78,1,4,2,1,2,7,60.6,60,1.36,0
3051,1,1,1,0,1,0,7,64.4,60,1.39,0
3051,1,1,0,1,2,1,8,64.6,59,1.35,0
3055,0.8,1,3,3,2,1,8,63.3,60,1.35,0
3056,1,1,2,0,2,0,7,63.4,61,1.34,0
3058,0.74,1,6,4,2,2,8,61.2,58,1.36,0
3058,0.75,1,5,3,1,1,7,62,61,1.38,0
3058,0.76,0,4,3,1,0,8,68,61,1.46,0
3059,0.92,1,2,1,2,0,7,64.5,60,1.32,0
3067,0.72,1,5,5,1,2,8,63.5,58,1.35,0
3068,0.74,1,5,3,1,1,8,65,57,1.34,0
3068,0.8,1,4,3,2,1,8,60,60,1.41,0
3071,0.77,1,4,4,2,1,8,63.3,58,1.41,0
3072,0.81,1,5,1,2,1,8,63.5,58,1.32,0
3072,0.9,1,2,1,2,0,8,64.5,61,1.33,0
3072,1,0,3,0,1,0,8,66.7,62,1.33,0
3073,0.8,1,5,3,1,1,7,64.8,57,1.38,0
3075,0.83,1,3,2,1,0,8,60.7,52,1.36,0
3076,0.85,1,4,1,2,1,8,61.9,60,1.36,0
3078,0.9,0,1,5,1,0,8,67.2,63,1.52,0
3079,0.9,1,6,2,2,1,3,64.6,58,1.31,0
3081,0.8,0,5,1,2,1,8,65.7,52,1.44,0
3083,1.01,0,3,0,2,0,7,66.6,58,1.5,0
3085,0.9,0,4,1,2,0,8,66.3,62,1.32,0
3085,0.9,1,3,1,2,2,8,64.4,61,1.35,0
3085,0.9,1,2,1,2,1,7,59.4,61,1.37,0
3087,0.78,0,5,6,2,1,8,65.3,58,1.37,0
3088,0.81,1,4,3,2,1,8,61.5,61,1.38,0
3090,0.9,1,4,0,2,2,8,61.1,61,1.39,0
3090,1,1,1,0,1,1,8,61.3,59,1.35,0
3092,0.8,1,6,2,1,0,8,63.7,59,1.31,0
3095,0.81,1,5,2,2,2,8,63.8,60,1.38,0
3095,1,1,0,2,2,1,8,64.1,57,1.45,0
3099,0.8,1,5,2,1,1,8,61.2,58,1.35,0
3099,1,1,0,1,2,1,7,63.8,57,1.46,0
3100,0.9,1,1,3,2,1,5,63.1,59,1.34,0
3101,1,0,3,0,1,0,8,63.8,51,1.34,0
3105,0.96,1,2,1,2,1,7,63.4,61,1.36,0
3106,0.82,0,3,5,2,1,8,65.4,58,1.38,0
3108,0.9,1,5,1,1,1,5,60.8,58,1.37,0
3108,1.01,1,0,1,2,2,8,63.3,60,1.36,0
3110,0.72,1,5,5,1,1,8,63.6,57,1.43,0
3111,0.9,1,2,0,1,0,8,63.4,60,1.34,0
3111,1,0,4,0,2,0,7,67.1,56,1.29,0
3112,1.01,0,2,0,2,0,5,65.7,62,1.28,0
3115,0.9,1,3,0,2,1,8,61.2,59,1.32,0
3115,1,1,5,0,2,1,3,63.1,62,1.43,0
3116,0.9,1,2,3,2,1,8,59.7,58,1.44,0
3116,1.01,1,0,0,2,2,8,61.3,58,1.46,0
3118,0.8,1,3,4,2,1,8,61.5,59,1.37,0
3118,1.02,1,0,3,2,1,5,63.2,59,1.43,0
3119,0.78,1,5,2,0,1,8,64,58,1.34,0
3120,0.9,1,4,0,2,1,8,63.5,60,1.37,0
3120,1.01,0,0,3,1,1,8,69,61.7,1.27,0
3124,0.81,1,3,3,2,2,8,61.8,58,1.35,0
3127,0.9,1,2,1,1,0,8,62.6,57,1.43,0
3127,1,0,3,0,1,0,8,66.9,60,1.31,0
3127,1.02,1,1,0,2,1,8,62.8,58,1.35,0
3129,0.8,1,6,3,2,1,8,64,60,1.33,0
3130,0.72,1,6,5,2,0,8,62.2,60,1.35,0
3131,0.95,0,3,1,2,0,7,66.6,61,1.56,0
3133,0.75,1,5,3,2,1,8,62.6,60,1.34,0
3134,0.9,1,2,1,2,1,7,59.9,62,1.4,0
3134,0.91,1,4,0,2,1,8,63.2,57,1.34,0
3135,0.72,1,4,5,1,1,8,64.8,55,1.35,0
3135,0.82,0,5,3,2,1,5,65.1,57,1.4,0
3135,0.9,1,2,0,2,2,8,60.2,62,1.36,0
3135,1.02,1,2,0,2,0,7,63.9,60,1.33,0
3137,1.02,1,0,1,2,1,8,58.9,62,1.34,0
3138,0.81,0,4,5,1,0,8,65.5,59,1.36,0
3138,0.9,1,1,2,2,2,7,63.8,59,1.35,0
3142,0.8,1,5,3,2,1,8,62.6,61,1.35,0
3144,0.96,0,3,0,2,0,8,65.6,60,1.46,0
3145,0.9,1,2,2,1,0,8,61.8,59,1.34,0
3146,1.01,0,1,1,1,1,7,65.8,61,1.48,0
3147,1.04,1,1,0,1,1,7,62.6,57,1.42,0
3148,0.76,0,5,3,1,1,8,66.4,59,1.36,0
3148,0.8,0,4,2,2,1,8,55.3,62,1.47,0
3148,0.8,1,4,3,1,1,8,63.8,59,1.34,0
3148,0.9,1,4,1,2,1,3,63.5,60,1.35,0
3149,0.7,0,4,5,2,1,8,67,58,1.36,0
3150,0.83,1,5,1,1,1,8,59.7,57,1.4,0
3151,0.9,0,6,1,2,1,8,68.1,56,1.47,0
3157,0.91,1,2,0,1,1,8,62.8,61,1.35,0
3157,1.02,1,0,0,2,0,4,62,60,1.29,0
3159,1.02,1,0,2,2,1,8,62.8,59,1.36,0
3161,0.91,1,5,0,1,1,8,61.9,60,1.34,0
3163,1,1,3,0,2,1,8,63.1,59,1.34,0
3170,0.81,1,5,2,2,2,8,63.6,62,1.38,0
3170,1.01,1,1,0,2,0,8,65,57,1.42,0
3173,0.7,1,4,5,2,2,8,64.2,60,1.35,0
3173,0.76,1,5,3,2,1,8,60.5,60,1.34,0
3174,1.09,1,0,3,2,1,5,61.4,61,1.38,0
3175,0.96,1,2,0,2,1,8,62.6,63,1.32,0
3179,0.91,1,2,2,2,1,8,60.6,53,1.38,7
3180,0.91,1,2,1,2,1,8,62.2,60,1.34,0
3180,1.01,1,0,2,2,2,7,61.6,59,1.42,0
3187,0.9,1,1,3,2,1,8,64.2,60,1.32,0
3187,1,1,3,0,2,1,3,62.8,60,1.34,0
3189,0.73,1,5,3,2,2,8,58.9,62,1.45,0
3190,0.8,1,3,6,2,2,8,63.9,57,1.32,0
3191,0.91,1,5,1,2,1,7,63.2,58,1.38,0
3192,0.96,1,3,0,2,1,8,63.2,58,1.34,0
3192,0.96,1,3,0,2,1,8,64.6,58,1.35,0
3193,1.02,1,2,0,2,1,8,63.9,61,1.42,0
3194,1,1,0,2,2,2,8,64.4,61,1.34,0
3201,0.81,1,6,3,2,2,8,63,57,1.41,0
3204,0.82,1,3,6,2,2,8,62.7,58,1.43,0
3207,0.75,1,4,4,2,2,8,62.6,55,1.38,0
3207,1.01,1,0,5,2,1,8,64.5,61,1.29,0
3208,0.8,1,4,3,2,1,5,58.2,56,1.38,0
3208,1,1,6,0,1,0,7,59.6,58,1.39,0
3209,0.75,1,3,5,2,1,7,64.4,61,1.35,0
3209,0.77,0,4,3,1,1,8,65.5,59,1.37,0
3210,0.81,1,6,2,1,0,8,57.7,60,1.34,0
3211,0.6,0,6,6,1,1,8,67.7,58,1.34,0
3213,0.9,0,4,2,1,1,8,65.1,59,1.38,0
3213,0.9,0,3,3,2,1,8,65.2,57,1.33,0
3213,0.9,1,5,1,2,1,8,63.8,58,1.35,0
3213,0.9,1,2,4,0,0,4,61.8,58,1.38,0
3213,1.01,1,1,1,2,1,5,62,61,1.37,0
3214,0.75,1,6,3,2,2,8,61.3,61,1.36,0
3214,0.83,1,5,4,2,1,7,61.9,60,1.34,0
3214,1,1,2,0,2,0,3,63.5,57,1.38,0
3215,0.9,1,6,1,1,1,5,60.8,61,1.35,0
3218,0.9,1,3,1,2,1,7,64.5,52,1.31,0
3219,0.9,1,4,1,2,0,8,63,57,1.29,0
3221,1,0,1,2,2,0,7,66.4,55,1.33,0
3221,1.01,1,3,0,2,2,3,64.5,57,1.34,0
3224,0.9,1,5,0,2,1,8,62.1,61,1.38,0
3224,1.01,1,6,0,2,1,5,59.4,61,1.27,0
3226,1.01,1,0,2,2,1,8,62.9,57,1.34,0
3228,0.91,1,4,1,2,1,5,63.1,55,1.37,0
3230,0.9,1,2,1,1,0,8,61.8,62,1.34,0
3232,1,0,0,5,2,2,8,65.3,57,1.35,0
3232,1,1,0,2,1,1,8,63.8,58,1.34,0
3235,0.9,1,2,1,2,2,8,62.9,55,1.37,0
3238,0.9,1,5,1,2,2,8,64.2,60,1.34,0
3238,1.02,1,2,0,1,2,8,59.1,61,1.34,0
3244,0.92,1,1,2,2,1,8,64.2,58,1.39,0
3246,0.8,1,5,3,1,1,7,60,61,1.42,0
3247,1.03,0,1,1,1,1,4,54.3,62,1.34,0
3247,1.04,1,2,0,2,2,8,60.4,61,1.38,0
3248,0.91,1,5,1,2,1,8,62.9,57,1.43,0
3249,1.11,1,0,1,2,1,8,61.9,58,1.45,0
3250,1,1,4,0,2,1,8,64.5,63,1.36,0
3252,0.81,1,5,3,2,1,7,62.6,59,1.34,0
3253,0.93,0,4,1,2,1,8,65.1,61,1.37,0
3254,1.01,0,1,0,2,1,8,65.3,59,1.36,0
3254,1.01,1,4,0,1,1,3,63.4,60,1.34,0
3257,0.98,1,3,0,2,1,8,64.9,56,1.45,0
3258,1.01,1,2,0,0,0,8,63.1,62,1.39,0
3258,1.03,1,1,0,1,1,8,62.4,59,1.36,0
3264,0.8,1,5,3,2,1,8,63.4,59,1.4,0
3264,1,1,3,0,1,0,5,63.3,61,1.34,0
3265,0.9,1,4,1,2,1,5,62.7,59,1.34,0
3267,0.8,1,5,4,2,1,8,63.2,59,1.43,0
3267,1.03,1,3,0,1,0,2,60.6,62,1.31,0
3268,0.9,1,4,1,2,1,3,58.8,64,1.39,0
3269,0.8,1,6,3,2,1,8,60.7,60,1.34,0
3270,0.9,1,5,2,2,0,5,62.8,58,1.34,0
3271,0.77,1,5,5,0,1,8,63.7,61,1.46,0
3271,0.8,1,6,2,2,1,8,63.5,60,1.36,0
3272,0.9,1,2,1,2,0,8,63.3,59,1.35,0
3276,1.01,0,3,0,2,1,8,66.9,61,1.34,0
3277,1.08,1,0,1,1,1,4,61.4,57,1.48,0
3277,1.2,1,0,1,1,1,3,64.3,61,1.32,0
3279,0.82,1,4,3,2,2,8,62.8,56,1.37,0
3279,0.9,1,3,0,2,1,7,61.7,60,1.32,0
3282,0.92,0,5,1,2,1,8,65.8,57,1.33,0
3284,0.9,0,2,4,1,1,7,68.2,57,1.34,0
3285,0.73,1,5,5,2,2,8,63.5,59,1.35,0
3285,0.9,0,4,2,1,0,8,65.2,56,1.31,0
3286,1.01,1,4,0,1,1,8,62.2,63,1.35,0
3287,0.96,1,4,0,2,1,8,62.7,62,1.39,0
3289,0.81,0,5,2,1,1,5,66.2,57,1.45,0
3293,1,1,3,1,2,0,5,61.6,61,1.3,0
3294,0.77,0,4,3,2,2,8,68.5,57,1.34,0
3298,0.9,1,6,1,1,1,7,63.6,61,1.35,0
3298,0.9,1,4,1,2,1,5,63.2,59,1.41,0
3298,1,1,4,0,1,1,7,61.6,61,1.39,0
3298,1,1,2,0,2,1,7,64.4,60,1.35,0
3300,1,1,0,3,2,1,8,63.5,60,1.36,0
3301,1,1,2,0,2,0,8,64.4,62,1.42,0
3305,1.09,1,0,2,1,1,8,63.8,60,1.57,0
3310,0.9,0,3,2,2,1,7,64.3,51,1.32,0
3310,1.01,1,0,4,2,1,8,63.6,58,1.37,0
3311,1.01,0,4,0,2,1,8,65.2,59,1.39,0
3312,1,0,3,1,2,0,3,66.8,63,1.29,0
3312,1.01,0,6,0,1,1,5,66.9,58,1.38,0
3313,1.01,1,4,0,2,1,3,62.7,60,1.39,0
3313,1.02,1,0,2,2,1,7,59.4,56,1.42,0
3319,0.78,1,4,4,1,2,8,62,61,1.41,0
3319,0.81,1,4,3,2,2,8,61.2,59,1.36,0
3319,1.01,0,2,1,1,0,2,65.9,57,1.46,4
3320,0.77,1,5,5,1,1,8,64.4,58,1.4,0
3321,0.9,1,4,1,2,1,8,62.2,60,1.39,0
3322,1.01,1,1,0,2,1,8,59.8,60,1.36,0
3322,1.01,1,1,0,2,1,8,63.4,59,1.35,0
3322,1.03,1,0,2,2,0,7,64.2,56,1.41,0
3327,1,0,2,1,2,1,7,68.6,58,1.35,0
3327,1.01,1,6,0,2,1,5,63.3,61,1.36,0
3328,0.93,1,5,0,2,1,8,60.1,61,1.34,0
3330,1,1,0,3,2,1,8,63.5,57,1.38,0
3331,0.9,1,1,5,2,2,8,61,60,1.42,0
3331,0.9,1,1,5,2,2,8,61.2,61,1.39,0
3331,1.04,1,1,0,1,1,8,62.4,59,1.28,0
3334,0.99,0,3,0,1,0,8,68.8,65,1.22,0
3335,0.8,1,4,3,2,1,7,60.3,62,1.43,0
3337,1.01,1,0,2,2,2,8,61.7,59,1.5,0
3338,0.95,0,5,1,1,1,7,67.6,59,1.33,0
3338,1,1,5,0,2,0,8,62.9,57,1.3,0
3340,1,1,3,0,2,1,5,60.8,60,1.37,0
3340,1,1,0,4,2,1,7,65,56,1.32,0
3341,0.8,1,5,3,2,1,5,58.3,61,1.31,0
3343,0.91,1,3,2,1,1,5,58.9,58,1.48,0
3343,1,1,2,0,2,0,8,63.1,62,1.34,0
3345,0.81,1,6,1,2,1,8,63.5,57,1.37,0
3345,0.9,1,4,1,2,0,7,64,60,1.33,0
3347,1,1,4,0,2,0,8,64.5,61,1.32,0
3349,1,1,3,0,1,0,2,61.8,59,1.45,0
3352,0.91,1,4,0,2,2,8,63.5,59,1.37,0
3354,0.83,1,3,3,2,1,8,61.3,57,1.49,0
3355,0.9,0,6,1,2,1,8,66.5,56,1.42,0
3358,0.9,1,4,1,2,1,3,62.2,58,1.34,0
3358,1.03,1,0,4,2,2,7,62.9,61,1.38,0
3359,0.91,1,2,2,2,0,7,63.4,61,1.34,0
