price,carat,cut,color,clarity,polish,symmetry,flourescence,depth,table,lengthWidth,culet
1529,0.52,1,6,2,1,2,8,62.4,60,1.47,0
1530,0.5,1,6,3,2,2,8,64.9,57,1.44,0
1530,0.54,1,6,5,2,1,7,57,61,1.38,0
1530,0.6,1,2,4,2,2,8,60.5,56,1.41,0
1531,0.5,1,6,3,2,1,8,62.4,59,1.39,0
1533,0.51,1,5,4,1,1,8,61.9,58,1.36,0
1533,0.51,1,5,4,1,1,8,62.5,60,1.32,0
1533,0.53,1,6,3,1,0,8,61.2,59,1.39,0
1533,0.57,1,4,3,1,1,8,61.6,59,1.44,0
1534,0.72,1,3,0,1,0,7,58.8,55,1.25,0
1536,0.62,1,1,6,2,1,8,58.9,60,1.45,0
1540,0.63,1,1,2,1,1,8,64.2,59,1.33,0
1541,0.51,1,6,4,2,2,8,61.3,60,1.35,0
1542,0.52,1,6,5,2,2,7,60.2,62,1.46,0
1542,0.55,0,5,3,1,0,7,54.1,59,1.43,0
1542,0.71,1,1,2,1,0,4,61.4,60,1.34,0
1544,0.53,1,6,2,1,1,8,64.1,61,1.41,0
1544,0.72,1,1,0,2,1,7,60.9,59,1.37,0
1544,0.74,0,1,1,1,1,8,65.6,59,1.46,0
1545,0.51,1,6,3,2,1,8,63.4,61,1.34,0
1545,0.6,1,4,4,2,1,7,62.8,59,1.4,0
1547,0.55,1,6,3,2,1,7,60.7,60,1.39,0
1549,0.52,0,3,5,2,1,8,65.9,59,1.38,0
1550,0.6,1,2,5,2,1,8,62.3,60,1.43,0
1551,0.5,1,6,5,2,1,8,62.8,56,1.33,0
1551,0.7,1,2,0,2,0,8,63.1,60,1.4,0
1553,0.58,0,1,4,1,1,8,65.6,60,1.35,0
1553,0.58,1,3,2,1,1,8,60.5,59,1.39,0
1554,0.6,1,3,1,1,1,8,60.5,60,1.38,0
1554,0.72,1,2,0,1,0,5,64.6,57,1.33,0
1555,0.7,1,3,0,1,0,5,59.9,60,1.39,0
1556,0.5,1,5,4,2,1,8,63.3,63,1.36,0
1557,0.6,1,6,5,2,0,7,59.4,58,1.37,0
1557,0.6,1,3,5,1,1,7,62.9,56,1.44,0
1558,0.54,1,6,3,1,1,7,60.3,55,1.4,0
1559,0.54,0,4,4,1,1,8,67,59,1.35,0
1560,0.56,0,5,3,1,1,8,65.6,53,1.37,0
1563,0.52,1,5,4,1,1,8,63.2,57,1.38,0
1563,0.57,1,6,3,2,1,8,59.3,62,1.41,0
1564,0.59,1,6,2,1,0,7,60.7,61,1.34,0
1564,0.7,0,1,2,2,2,8,58,65,1.37,0
1564,0.7,1,3,0,2,0,8,60.9,58,1.44,0
1564,0.75,1,0,1,2,1,7,62.6,62,1.34,0
1565,0.53,1,5,4,0,0,8,64.9,63,1.45,0
1565,0.73,1,0,1,1,0,7,63.4,61,1.35,0
1566,0.56,0,5,3,1,2,8,68.5,57,1.37,0
1567,0.51,1,6,3,1,1,8,62.3,61,1.43,0
1567,0.69,1,1,1,2,1,8,60.3,62,1.36,0
1567,0.71,1,3,0,2,1,7,61,59,1.33,0
1568,0.51,1,6,3,2,1,8,62.8,59,1.41,0
1569,0.7,1,0,5,2,1,5,63.7,62,1.42,0
1570,0.53,1,5,4,2,1,8,64.9,58,1.44,0
1571,0.64,1,6,0,2,1,8,62.7,57,1.36,0
1572,0.51,1,6,5,2,1,7,61.6,60,1.41,0
1574,0.5,1,5,5,2,1,8,63,59,1.38,0
1578,0.5,1,6,5,2,1,8,64.5,57,1.43,0
1579,0.5,1,6,4,2,1,8,59.7,60,1.33,0
1579,0.7,0,1,1,1,0,8,59.9,65,1.37,0
1579,0.72,1,0,3,2,1,7,64.9,57,1.4,0
1581,0.5,1,6,3,2,1,8,63.3,58,1.36,0
1581,0.81,0,0,3,2,0,8,66.7,63,1.31,0
1582,0.7,1,1,3,2,1,8,59.9,62,1.39,0
1583,0.56,0,4,3,2,1,8,67.7,56,1.35,0
1583,0.7,1,1,2,1,1,7,62.5,57,1.36,0
1583,0.71,1,1,0,1,1,8,61.3,60,1.39,0
1584,0.7,1,1,3,2,0,7,60.7,61,1.36,0
1584,0.8,1,0,2,2,1,3,61.9,61,1.37,0
1585,0.7,1,1,1,1,0,8,62.1,59,1.39,0
1587,0.55,1,6,2,2,2,8,63.7,57,1.42,0
1587,0.82,1,0,3,2,0,3,63.4,60,1.35,0
1588,0.56,1,5,3,1,1,8,61.7,58,1.38,0
1590,0.52,0,6,6,1,1,8,65.4,55,1.45,0
1590,0.58,0,5,3,1,1,8,67.6,57,1.45,0
1591,0.61,0,4,1,1,1,8,66.4,58,1.4,0
1593,0.57,1,2,5,2,1,8,62.8,56,1.35,0
1594,0.6,1,5,3,2,0,8,63.3,58,1.37,0
1595,0.7,1,6,0,2,1,3,64.3,58,1.35,0
1596,0.72,1,6,0,1,0,3,62.2,62,1.31,1
1597,0.52,1,6,5,2,1,8,62.8,57,1.47,0
1597,0.69,1,3,0,1,0,8,60.5,59,1.36,0
1598,0.52,1,6,3,2,1,8,61.4,60,1.35,0
1598,0.52,1,6,3,1,1,8,64.6,62,1.38,0
1598,0.58,1,2,5,1,1,8,57.5,64,1.37,0
1599,0.51,1,5,6,2,0,7,64.7,53,1.43,0
1600,0.53,1,6,3,1,0,8,63.2,56,1.46,0
1601,0.72,1,1,1,2,1,8,61.1,56,1.38,0
1602,0.55,0,6,2,1,1,8,66.4,60,1.46,0
1602,0.57,1,6,5,2,0,7,63.1,59,1.46,0
1603,0.54,1,6,3,2,2,8,58.9,60,1.4,0
1603,0.74,1,0,2,1,1,8,63.4,58,1.35,0
1604,0.72,1,2,0,1,1,8,62.9,61,1.39,0
1605,0.73,1,1,0,2,1,8,61.6,61,1.34,0
1607,0.62,1,5,3,2,1,5,61.6,57,1.45,0
1608,0.7,0,3,0,2,0,8,55.6,65,1.43,0
1609,0.54,0,3,5,2,1,8,66.8,58,1.35,0
1609,0.7,1,2,0,2,1,8,64.5,56,1.32,0
1610,0.74,1,0,2,2,1,7,61.9,61,1.38,0
1611,0.51,1,6,4,1,1,8,63.7,57,1.33,0
1613,0.55,1,6,3,1,0,8,63.2,58,1.39,0
1617,0.7,1,5,0,1,0,8,59.9,57,1.37,1
1618,0.71,1,2,0,2,1,8,62.9,59,1.36,0
1619,0.71,1,3,0,1,0,8,62.8,57,1.35,0
1620,0.72,1,5,0,2,0,8,62.8,60,1.33,0
1621,0.58,1,2,5,1,2,8,60.6,60,1.42,0
1622,0.65,1,5,2,2,1,7,61.4,57,1.36,0
1623,0.71,1,4,0,2,1,8,63.4,58,1.39,0
1623,0.73,1,1,1,2,1,8,64.6,57,1.35,0
1624,0.51,1,6,4,2,1,8,62.5,59,1.4,0
1624,0.6,1,6,3,1,1,5,62.2,60,1.4,0
1627,0.6,0,6,1,1,1,8,66.9,57,1.32,0
1628,0.7,1,6,0,1,0,8,62.4,56,1.34,0
1628,0.71,0,4,0,1,1,8,60.5,65,1.35,0
1628,0.71,1,2,0,1,0,8,60,62,1.34,0
1630,0.7,1,2,0,2,1,7,59.4,63,1.4,0
1630,0.7,1,2,0,1,1,5,61.6,58,1.37,0
1631,0.7,0,3,0,1,1,8,57.5,65,1.49,0
1632,0.56,1,6,2,1,1,8,60.4,63,1.46,0
1635,0.7,1,2,0,2,1,7,59.3,58,1.38,0
1636,0.58,0,4,4,0,1,8,65.9,63,1.4,0
1637,0.58,1,4,2,2,1,8,62,62,1.37,0
1637,0.58,1,4,4,2,1,8,63.6,57,1.41,0
1637,0.7,1,1,2,1,0,7,62.8,62,1.34,0
1638,0.75,1,1,0,1,0,8,64.4,58,1.32,0
1639,0.7,0,1,2,2,1,8,56.5,61,1.43,0
1639,0.7,1,3,0,1,1,8,57.1,61,1.35,0
1639,0.7,1,1,2,1,1,8,62.3,60,1.3,0
1639,0.84,1,0,0,0,0,7,63.3,60,1.34,0
1640,0.71,1,1,1,2,1,8,63.7,61,1.36,0
1642,0.5,1,6,5,2,1,8,63.2,58,1.47,0
1642,0.5,1,6,4,2,1,7,63.7,57,1.34,0
1642,0.57,1,5,5,2,1,8,63.1,60,1.36,0
1642,0.6,1,3,3,2,1,8,60.2,58,1.45,0
1643,0.82,1,1,0,1,0,7,61.8,59,1.4,0
1644,0.52,1,6,5,2,2,8,62.2,56,1.41,0
1644,0.7,1,2,0,2,1,8,60.8,62,1.4,0
1645,0.7,1,3,0,1,1,7,59.6,60,1.38,0
1649,0.53,0,5,4,1,1,8,67.9,56,1.37,0
1649,0.75,0,3,0,2,1,8,66.9,56,1.33,0
1651,0.71,1,0,2,1,1,7,63,57,1.43,0
1652,0.59,1,4,5,2,1,8,62.4,57,1.48,0
1652,0.75,1,2,0,1,1,7,63.2,61,1.33,0
1653,0.54,0,6,2,0,0,8,66.5,54,1.44,1
1655,0.51,1,4,5,1,1,8,64.9,59,1.36,0
1655,0.56,1,6,3,2,1,8,62.8,58,1.4,0
1655,0.57,1,6,5,2,1,5,61.6,60,1.37,0
1658,0.5,1,6,5,1,0,8,64.3,59,1.38,0
1658,0.64,1,3,1,1,1,8,63.4,60,1.36,0
1658,0.7,1,5,0,2,0,8,62.7,63,1.4,0
1659,0.59,1,6,3,1,0,7,60.3,60,1.38,0
1660,0.59,1,6,2,1,1,8,63.6,58,1.34,0
1660,0.62,0,3,2,2,1,8,66.8,57,1.36,0
1661,0.51,1,4,5,2,1,7,60.6,58,1.42,0
1661,0.57,0,3,5,1,1,8,66.8,59,1.46,0
1661,0.7,1,3,0,1,0,7,64.2,59,1.32,0
1661,0.71,1,6,0,1,0,5,61.8,57,1.43,0
1664,0.64,1,5,1,1,1,8,63.9,62,1.37,0
1668,0.7,0,6,0,2,0,8,65.4,59,1.32,0
1668,0.7,1,1,1,2,1,8,64.5,54,1.42,0
1669,0.51,1,6,4,1,0,8,62.7,61,1.41,0
1669,0.7,1,3,0,2,1,7,63.4,59,1.4,0
1670,0.6,0,3,5,1,0,8,67.2,57,1.37,0
1670,0.7,1,6,0,1,1,5,65,57,1.33,0
1672,0.75,1,1,0,2,1,8,60,61,1.34,1
1675,0.51,1,6,5,2,1,8,62.9,59,1.32,0
1675,0.58,1,4,4,1,1,8,62.6,60,1.34,0
1676,0.57,1,6,2,2,1,8,59.3,61,1.35,0
1678,0.72,1,1,2,2,1,3,60.5,60,1.35,0
1679,0.59,1,6,2,0,1,7,60.9,61,1.35,0
1680,0.6,1,3,3,2,1,5,64.1,59,1.4,0
1682,0.6,1,5,2,1,0,8,63.9,59,1.33,0
1683,0.7,1,1,1,1,0,8,63.7,60,1.39,0
1683,0.83,0,0,0,2,1,8,66.1,55,1.39,0
1684,0.6,1,4,3,2,2,8,64.4,58,1.4,0
1685,0.53,1,6,4,0,0,8,61,64,1.42,0
1686,0.56,1,5,5,2,1,8,58.1,57,1.43,0
1686,0.72,1,3,0,2,1,8,62.5,62,1.32,0
1687,0.5,1,5,5,1,2,8,61.2,60,1.35,0
1687,0.54,1,6,3,2,1,8,60.3,62,1.47,0
1688,0.52,0,4,5,1,1,8,66.9,58,1.42,0
1688,0.71,1,2,1,1,0,3,62.8,63,1.28,0
1688,0.77,1,1,0,1,0,8,60,61,1.38,0
1689,0.55,1,6,5,2,1,8,62.5,58,1.35,0
1689,0.56,1,6,3,2,1,8,61.2,61,1.38,0
1690,0.58,1,6,2,1,1,8,61.5,58,1.4,0
1690,0.61,1,6,1,2,1,8,61.5,58,1.35,0
1691,0.55,1,6,3,2,1,8,60.1,63,1.38,0
1692,0.7,1,5,0,1,0,4,64.1,60,1.44,0
1692,0.75,1,2,0,1,1,7,59.1,61,1.4,0
1696,0.6,1,5,4,2,0,8,62.9,59,1.4,0
1696,0.6,1,3,3,2,1,8,61.7,59,1.4,0
1696,0.8,1,0,1,2,1,8,60.3,58,1.39,0
1697,0.8,1,0,1,2,2,8,62.8,61,1.35,0
1698,0.61,0,2,3,1,1,8,66.2,60,1.35,0
1701,0.52,0,4,5,1,1,8,65.1,59,1.37,0
1704,0.7,1,3,0,2,0,8,63.3,60,1.34,0
1704,0.71,1,3,0,1,0,8,63.8,62,1.39,0
1705,0.61,1,3,6,2,1,8,59.3,59,1.42,0
1705,0.61,1,1,5,1,1,8,57.6,61,1.42,0
1705,0.7,1,3,0,2,1,8,63.8,64,1.36,1
1707,0.7,1,1,1,2,0,8,61.8,59,1.41,0
1708,0.75,1,1,0,1,0,8,63.3,61,1.34,0
1709,0.8,1,1,0,2,1,3,60.1,59,1.39,0
1710,0.71,0,3,1,2,1,5,65.9,59,1.44,0
1712,0.72,1,5,0,1,0,7,63.5,56,1.35,0
1715,0.5,1,5,5,1,1,8,63.9,60,1.32,0
1715,0.52,1,4,5,2,1,8,64.2,61,1.32,0
1715,0.71,1,1,1,2,1,8,63.5,62,1.4,0
1715,0.72,0,6,0,1,1,8,67.4,56,1.32,0
1715,0.74,1,1,1,2,1,3,61.4,60,1.34,0
1716,0.57,1,6,3,2,1,8,62.2,59,1.44,0
1716,0.7,0,5,0,2,2,8,66.6,57,1.32,0
1716,0.73,1,1,2,2,1,7,61.5,58,1.36,0
1717,0.7,1,5,1,1,0,8,61.8,58,1.44,0
1717,0.76,1,1,0,2,1,8,61.2,59,1.34,0
1718,0.59,1,6,3,2,1,8,63.9,59,1.35,0
1718,0.7,1,2,1,2,0,8,58.5,57,1.36,0
1719,0.59,1,6,2,1,1,8,61.3,59,1.38,0
1719,0.7,0,5,0,2,1,8,68.3,58,1.47,0
1720,0.59,1,6,1,1,1,8,59.5,61,1.35,0
1720,0.75,1,3,0,1,0,3,61.6,61,1.34,0
1721,0.56,1,6,3,1,1,8,63.9,60,1.45,0
1722,0.71,1,1,2,2,1,8,59.5,63,1.39,0
1723,0.51,0,5,5,0,1,8,65.2,54,1.38,0
1723,0.51,0,5,5,0,1,8,66.5,58,1.37,0
1723,0.61,0,6,1,2,1,8,66.2,58,1.36,0
1723,0.61,0,6,1,1,1,8,65.2,56,1.4,0
1724,0.7,0,6,0,2,1,8,67.2,58,1.46,0
1724,0.71,1,1,1,2,1,8,62.5,59,1.44,0
1725,0.75,1,1,0,2,1,7,60.3,61,1.36,0
1726,0.72,1,1,3,1,1,7,64.1,58,1.37,0
1727,0.9,1,0,0,2,0,5,62.8,54,1.29,0
1729,0.5,1,6,5,2,2,8,59.8,62,1.43,0
1729,0.52,0,6,4,1,1,8,66.9,58,1.46,0
1729,0.52,1,6,4,1,1,8,64.8,57,1.31,0
1729,0.58,1,3,5,2,1,8,58.3,59,1.39,0
1730,0.71,1,2,1,1,0,8,59.2,59,1.45,0
1731,0.72,0,5,0,0,0,8,55.5,63,1.41,0
1732,0.7,1,3,1,0,0,8,59.1,63,1.23,7
1733,0.56,1,6,3,1,1,8,64.5,57,1.39,0
1733,0.62,1,2,3,1,1,8,60.8,61,1.43,0
1733,0.74,1,3,0,2,1,8,63.1,57,1.34,0
1735,0.55,1,3,6,2,2,8,58.6,63,1.44,0
1735,0.7,1,3,0,2,1,8,63.1,58,1.4,0
1736,0.7,1,4,0,1,0,8,62.5,61,1.32,0
1737,0.72,0,1,2,1,1,8,56.8,60,1.43,0
1737,0.78,1,0,3,2,2,7,61,55,1.41,0
1739,0.5,1,5,5,1,1,8,61.3,62,1.35,0
1739,0.8,1,1,0,2,0,8,62.3,60,1.4,0
1740,0.7,0,4,0,2,0,8,66,55,1.31,0
1740,0.7,1,4,0,1,1,8,64,58,1.33,0
1741,0.62,1,4,2,1,1,8,58,62,1.39,0
1743,0.7,1,2,0,2,1,8,60.2,60,1.4,0
1744,0.58,0,5,4,1,1,8,67.9,57,1.42,0
1744,0.58,1,5,4,1,1,8,64.2,62,1.41,0
1746,0.7,1,3,1,1,0,8,61.8,57,1.33,0
1747,0.71,1,4,0,2,0,8,63.9,60,1.32,0
1748,0.53,1,4,5,2,1,8,64.9,56,1.41,0
1749,0.55,1,6,4,0,0,8,63.8,59,1.45,0
1749,0.7,1,5,1,2,1,5,61.5,63,1.32,0
1749,0.71,0,6,0,1,1,8,65.5,57,1.33,0
1750,0.7,1,4,0,2,1,5,61.4,61,1.35,0
1753,0.72,0,2,0,1,1,8,66.2,59,1.39,0
1755,0.51,1,6,5,2,2,8,63,57,1.36,0
1756,0.5,1,6,5,2,2,8,63.2,59,1.44,0
1756,0.8,1,2,0,2,1,3,60.2,61,1.37,0
1757,0.7,0,5,0,2,1,8,67.5,60,1.32,0
1757,0.7,0,5,0,1,1,8,66.4,57,1.35,0
1757,0.7,1,5,0,2,0,8,64.5,61,1.44,0
1758,0.59,0,5,4,0,1,8,65.1,61,1.36,0
1758,0.59,1,5,4,0,1,8,63.2,59,1.37,0
1758,0.72,1,6,0,1,0,5,63,58,1.38,0
1760,0.8,1,0,0,0,0,8,58.1,59,1.4,0
1761,0.73,0,1,2,2,1,8,65.2,58,1.36,0
1765,0.74,1,6,0,2,1,5,63.7,61,1.36,0
1766,0.6,1,6,4,2,1,7,61.3,61,1.39,0
1767,0.54,1,6,4,1,0,8,64.7,59,1.38,0
1767,0.79,0,1,3,1,0,8,54.7,65,1.27,7
1769,0.63,1,4,2,1,1,8,63.6,58,1.35,0
1769,0.9,1,0,0,1,1,7,59.6,61,1.34,0
1772,0.56,1,6,4,2,2,8,61.6,60,1.35,0
1772,0.75,1,3,0,2,1,5,62.4,59,1.4,0
1773,0.72,1,6,0,2,0,8,63,61,1.32,0
1774,0.59,1,5,4,1,1,8,62.3,57,1.45,0
1777,0.7,0,4,0,1,0,8,56.4,57,1.42,0
1777,0.74,1,2,0,2,1,7,63,59,1.35,0
1780,0.59,1,6,2,1,1,5,64.6,58,1.39,0
1780,0.7,1,1,1,2,0,8,61.1,59,1.36,0
1780,0.7,1,1,1,1,1,8,63.1,61,1.34,0
1781,0.53,0,6,4,1,1,8,65.3,59,1.38,0
1783,0.71,1,4,0,2,1,7,63.3,57,1.35,0
1785,0.55,0,4,5,1,1,8,66.4,58,1.35,0
1785,0.56,0,6,3,1,2,8,66.1,59,1.37,0
1787,0.7,1,5,0,1,0,8,63.1,59,1.36,0
1787,0.71,1,2,2,1,0,8,64.9,59,1.36,0
1788,0.5,0,5,5,2,1,8,66,57,1.43,0
1788,0.59,1,6,3,1,1,8,63.8,62,1.34,0
1788,0.71,1,6,0,2,1,7,64.2,62,1.36,0
1788,0.77,1,3,0,2,1,8,62,59,1.33,0
1789,0.5,1,6,5,2,0,8,61.8,53,1.42,0
1789,0.5,1,6,5,2,1,8,57.2,57,1.46,0
1789,0.7,1,1,2,2,1,8,64.9,56,1.33,0
1789,0.72,1,1,1,2,0,8,63.3,61,1.36,0
1790,0.57,0,5,4,2,2,8,67.6,59,1.33,0
1791,0.79,0,1,1,0,0,8,67.7,63,1.25,0
1793,0.61,0,5,4,2,1,8,65.2,62,1.39,0
1795,0.72,1,3,0,2,0,8,60.8,58,1.38,0
1795,0.72,1,2,2,2,2,3,62.5,60,1.36,0
1796,0.7,1,6,0,2,1,8,62.9,60,1.32,0
1796,0.7,1,6,0,1,0,8,60.4,61,1.35,0
1799,0.58,0,5,3,1,1,8,66.2,59,1.35,0
1800,0.6,0,4,4,0,0,8,68.6,60,1.4,0
1800,0.7,0,3,1,1,1,8,68,57,1.33,0
1802,0.6,1,6,3,1,0,8,59.5,57,1.41,0
1804,0.7,1,1,1,1,1,8,62.9,61,1.4,0
1805,0.71,0,5,0,1,0,8,65.1,60,1.35,0
1806,0.73,1,1,1,0,0,8,60.2,59,1.4,0
1807,0.71,0,5,0,1,0,7,68.4,59,1.49,0
1807,0.74,1,2,0,2,1,8,62.9,57,1.36,0
1807,0.75,1,5,0,2,0,7,63.3,57,1.37,0
1808,0.5,1,6,5,1,0,7,58.1,60,1.43,0
1810,0.75,1,5,0,1,1,5,62.5,62,1.34,0
1812,0.7,1,4,0,2,1,7,61,60,1.35,0
1812,0.7,1,1,2,1,1,8,64.3,58,1.38,0
1813,0.59,1,6,3,1,1,8,60.7,62,1.36,0
1813,0.71,0,2,1,2,1,8,65.2,58,1.39,0
1813,0.73,1,4,0,1,1,7,62.1,59,1.35,0
1813,0.8,1,3,0,1,0,7,63.4,60,1.4,0
1814,0.63,0,5,2,1,1,8,67,58,1.41,0
1814,0.63,0,5,2,1,1,8,68.4,56,1.37,0
1814,0.83,0,6,0,2,1,5,65.9,57,1.32,0
1818,0.72,1,4,0,1,0,8,62.7,62,1.39,0
1820,0.7,1,4,0,1,0,8,61.5,61,1.39,0
1820,0.73,1,5,0,2,1,5,60.8,61,1.4,0
1821,0.68,0,1,6,2,1,8,68.8,59,1.42,0
1821,0.7,1,1,2,1,1,8,62.6,62,1.36,0
1822,0.61,1,5,3,1,2,8,61.6,56,1.39,0
1822,0.63,0,3,3,1,1,8,65.9,57,1.39,0
1822,0.63,1,3,3,1,1,8,60.3,60,1.41,0
1823,0.6,0,6,3,1,1,7,67.6,57,1.42,0
1824,0.51,1,5,5,1,2,8,60.6,58,1.4,0
1824,0.8,1,0,0,2,0,8,61.7,55,1.39,0
1825,0.72,1,4,1,2,1,5,64.9,56,1.42,0
1829,0.6,1,6,3,1,1,8,64.1,60,1.37,0
1830,0.52,1,6,5,2,1,8,60.3,59,1.36,0
1831,0.72,1,1,1,2,0,8,62.5,59,1.4,0
1833,0.6,1,6,2,0,0,7,63.8,60,1.36,0
1833,0.73,1,5,0,2,0,7,62.3,60,1.34,0
1837,0.57,1,5,5,1,0,8,64.9,57,1.41,0
1838,0.72,1,2,1,2,1,8,62.3,58,1.33,0
1838,0.74,1,3,0,2,1,8,61.2,58,1.44,0
1838,0.74,1,3,0,2,1,8,62.1,59,1.41,0
1839,0.6,1,4,5,2,1,8,57.9,56,1.39,0
1839,0.8,1,3,0,1,0,8,63.4,57,1.34,0
1840,0.73,1,1,5,2,1,3,60.5,59,1.35,0
1842,0.7,0,4,0,2,1,8,56.9,59,1.37,0
1842,0.7,1,4,0,2,1,8,58.2,59,1.42,0
1842,0.7,1,4,0,2,1,8,61.8,58,1.32,0
1842,0.7,1,4,0,2,1,8,62.9,59,1.38,0
1842,0.7,1,4,0,2,1,8,63.1,60,1.36,0
1843,0.54,1,4,3,1,1,8,64.1,59,1.35,0
1843,0.64,0,5,2,1,1,8,65.8,60,1.34,0
1843,0.74,1,6,0,2,0,8,63,59,1.44,0
1844,0.7,1,2,1,2,1,5,62.7,61,1.34,0
1847,0.71,1,0,2,1,1,8,63.7,60,1.47,0
1849,0.71,1,4,0,2,1,8,60.8,57,1.39,0
1849,0.71,1,4,0,2,1,8,62.9,59,1.35,0
1850,0.5,1,6,6,2,2,8,63.5,61,1.35,0
1850,0.71,1,2,5,2,0,5,57.1,59,1.44,0
1851,0.7,0,6,2,2,1,3,65.2,57,1.35,0
1852,0.7,1,2,4,2,1,8,65,57,1.33,0
1853,0.54,1,5,5,1,1,8,62.4,60,1.4,0
1853,0.75,1,3,0,2,0,8,60.6,60,1.4,0
1854,0.71,1,1,1,1,1,8,63.5,60,1.32,0
1854,0.73,1,1,2,2,1,7,60.2,58,1.4,0
1854,0.8,1,2,0,2,1,7,62.5,57,1.36,0
1855,0.73,1,4,1,2,1,8,64.6,58,1.4,0
1856,0.61,0,6,2,0,0,8,65.1,62,1.39,0
1856,0.72,1,1,1,1,1,8,61.7,57,1.34,0
1859,0.71,1,4,0,1,1,8,64.5,61,1.32,0
1859,0.8,1,1,0,2,1,8,59.7,61,1.38,0
1860,0.75,1,1,3,2,1,1,63,61,1.38,0
1862,0.56,0,6,4,1,1,8,67.8,59,1.35,0
1864,0.73,1,2,1,2,2,8,64.2,58,1.43,0
1865,0.57,1,4,5,1,1,8,61.1,62,1.34,0
1866,0.72,1,2,1,2,1,7,62.6,59,1.45,0
1867,0.76,1,4,0,1,0,7,61.1,62,1.35,1
1868,0.72,1,4,0,1,1,8,63.3,62,1.34,0
1869,0.71,1,4,0,2,1,8,60.2,58,1.39,0
1870,0.7,0,5,0,1,1,8,65.1,60,1.34,0
1870,0.7,0,5,0,1,1,8,66.1,60,1.45,0
1870,0.7,1,5,0,2,1,8,57.7,60,1.35,0
1870,0.7,1,5,0,2,1,8,60.4,63,1.39,0
1870,0.7,1,5,0,2,1,8,63.5,60,1.35,0
1870,0.7,1,5,0,2,1,8,63.5,61,1.36,0
1870,0.75,1,3,0,1,0,8,63.5,61,1.4,0
1871,0.8,1,1,0,2,0,7,62.6,59,1.35,0
1872,0.6,0,4,4,1,1,8,65.3,61,1.37,0
1872,0.77,1,6,0,2,1,5,64.9,57,1.35,0
1873,0.72,1,3,0,1,1,8,61.2,58,1.35,0
1875,0.7,1,6,1,1,0,1,64.4,56,1.3,0
1875,0.72,1,4,0,2,0,8,62.9,59,1.34,0
1875,0.75,1,4,0,2,0,5,62.8,60,1.33,0
1876,0.7,1,2,2,2,2,8,62.8,57,1.37,0
1878,0.54,1,5,5,1,1,8,62.7,59,1.37,0
1878,0.76,1,3,0,2,1,8,63.6,60,1.34,0
1879,0.7,1,6,1,2,0,8,63.7,57,1.4,0
1879,0.71,1,1,3,2,2,8,61,58,1.39,0
1881,0.7,1,6,2,2,2,5,61.1,60,1.3,0
1884,0.7,0,6,0,2,1,8,65.1,56,1.33,0
1884,0.7,1,6,0,2,1,8,64.4,57,1.41,0
1887,0.7,1,4,0,2,2,7,60,58,1.44,0
1887,0.7,1,1,5,2,1,8,58.9,62,1.43,0
1887,0.71,1,5,0,1,1,8,62.2,62,1.36,0
1888,0.7,0,3,1,2,1,8,65.3,57,1.32,0
1888,0.7,1,2,2,2,1,5,61,61,1.35,0
1888,0.71,1,4,0,2,1,8,62.2,59,1.44,0
1890,0.7,0,1,4,1,1,8,65.8,63,1.35,0
1890,0.75,1,5,0,1,1,7,63.2,60,1.33,0
1892,0.7,1,6,2,1,1,3,62.9,57,1.41,0
1893,0.7,1,2,1,2,0,8,60.8,57,1.33,0
1895,0.61,1,6,3,2,1,8,60.5,58,1.41,0
1895,0.72,0,4,0,2,1,8,65.4,60,1.33,0
1896,0.92,1,0,0,2,1,8,60.4,62,1.34,0
1897,0.71,1,5,0,2,1,8,61.7,58,1.39,0
1897,0.71,1,5,0,2,1,8,62.9,57,1.44,0
1898,0.58,1,6,4,1,0,8,62.8,53,1.35,0
1898,0.72,1,6,0,2,1,5,63.3,60,1.4,0
1902,0.54,1,6,6,2,1,8,63.2,60,1.41,0
1902,0.7,1,2,1,2,1,8,63.6,58,1.35,0
1902,0.8,1,2,1,2,1,8,61.8,56,1.33,0
1903,0.61,0,4,4,1,1,8,67.3,57,1.35,0
1903,0.61,0,4,4,1,1,8,67.5,62,1.39,0
1904,0.7,0,2,1,1,0,8,68.3,58,1.48,0
1905,0.75,1,4,0,2,0,8,62.7,60,1.4,0
1905,0.9,1,0,0,2,1,5,62.9,62,1.32,0
1906,0.72,1,3,0,2,1,8,62.7,61,1.37,0
1907,0.7,1,6,0,2,1,8,60.4,62,1.4,0
1908,0.7,1,5,0,2,0,8,63.5,60,1.34,0
1908,0.7,1,5,0,1,1,8,64.1,58,1.31,0
1908,0.75,1,1,1,2,0,8,60.8,62,1.36,0
1909,0.9,1,0,0,2,0,3,62.2,62,1.39,0
1910,0.72,1,2,5,2,2,5,63.4,58,1.43,0
1911,0.71,0,6,0,1,1,8,66.4,56,1.38,0
1911,0.71,1,6,0,2,1,8,63.6,57,1.34,0
1911,0.71,1,6,0,2,1,8,64.9,56,1.35,0
1911,0.74,1,6,1,1,0,5,59.3,59,1.26,0
1911,0.74,1,1,4,1,0,7,63.3,59,1.4,0
1915,0.75,1,2,1,2,1,8,62.6,57,1.37,0
1916,0.66,0,4,4,1,0,8,69,54,1.41,0
1917,0.71,0,2,2,1,0,8,55.8,62,1.38,0
1919,0.7,1,2,1,1,0,8,64.4,62,1.32,0
1920,0.64,1,3,4,1,1,8,61.1,61,1.42,0
