price,carat,cut,color,clarity,polish,symmetry,flourescence,depth,table,length_width,culet,delivery
1155,0.54,VeryGood,G,SI1,Excellent,Excellent,None,61.8,62.0,1.35,None,Dec4
1156,0.50,VeryGood,E,VS1,Excellent,Good,Faint,62.8,60.0,1.37,None,Dec8
1156,0.50,VeryGood,F,VS2,VeryGood,Good,None,57.1,59.0,1.31,None,Dec8
1157,0.50,Good,E,SI1,VeryGood,VeryGood,None,65.4,59.0,1.37,None,Dec5
1157,0.51,VeryGood,E,VS2,Excellent,VeryGood,None,61.2,57.0,1.40,None,Dec8
1157,0.54,Good,F,SI1,VeryGood,VeryGood,Strong,68.6,57.0,1.40,None,Dec5
1157,0.54,Good,G,VS1,VeryGood,VeryGood,None,56.4,62.0,1.48,None,Dec8
1158,0.48,VeryGood,D,VVS2,Excellent,VeryGood,Faint,64.0,62.0,1.36,None,Dec8
1158,0.50,VeryGood,F,VS1,Excellent,Excellent,None,60.7,59.0,1.36,None,Dec8
1158,0.51,VeryGood,D,VVS2,Excellent,Good,None,60.0,60.0,1.40,None,Dec7
1158,0.51,VeryGood,H,VVS2,Excellent,VeryGood,None,60.5,62.0,1.43,None,Dec5
1159,0.44,VeryGood,D,IF,Excellent,Good,None,60.3,54.0,1.50,None,Dec8
1159,0.51,VeryGood,D,SI1,Excellent,Good,None,61.8,61.0,1.39,None,Dec8
1160,0.50,VeryGood,E,VS2,VeryGood,Good,None,59.1,58.0,1.37,None,Dec8
1160,0.63,VeryGood,H,SI1,Excellent,VeryGood,Faint,62.9,62.0,1.36,None,Dec8
1161,0.48,VeryGood,E,IF,Excellent,Good,None,64.0,57.0,1.39,None,Dec8
1161,0.54,VeryGood,F,VS2,VeryGood,Good,Faint,60.6,55.0,1.35,None,Dec5
1162,0.50,VeryGood,F,VVS1,Excellent,VeryGood,Medium,63.1,56.0,1.35,None,Dec6
1164,0.50,VeryGood,F,VS2,VeryGood,Good,None,63.2,61.0,1.36,None,Dec6
1165,0.50,VeryGood,F,VS2,Excellent,VeryGood,Faint,62.4,58.0,1.41,None,Dec5
1165,0.50,VeryGood,G,VS1,Excellent,Excellent,None,62.9,62.0,1.32,None,Dec8
1165,0.50,VeryGood,G,VS1,Excellent,VeryGood,None,58.3,59.0,1.46,None,Dec8
1165,0.53,VeryGood,G,SI1,Excellent,VeryGood,None,63.2,61.0,1.36,None,Dec8
1166,0.44,VeryGood,E,VVS1,VeryGood,VeryGood,None,61.4,61.0,1.31,None,Dec5
1166,0.50,VeryGood,E,VS1,VeryGood,VeryGood,Strong,63.2,62.0,1.34,None,Dec8
1167,0.41,VeryGood,D,VVS1,Excellent,Excellent,Faint,63.1,58.0,1.35,None,Dec5
1167,0.47,Good,D,VVS2,Excellent,Excellent,None,56.7,64.0,1.38,None,Nov30
1167,0.50,Good,F,VS2,VeryGood,VeryGood,None,65.3,58.0,1.30,None,Dec8
1167,0.50,VeryGood,F,VS2,VeryGood,Good,None,60.1,57.0,1.37,None,Dec8
1168,0.50,VeryGood,E,VS1,Excellent,Good,Faint,64.3,57.0,1.33,None,Dec8
1168,0.51,VeryGood,G,VS2,Excellent,VeryGood,None,61.1,60.0,1.34,None,Dec8
1168,0.59,VeryGood,F,SI1,Excellent,Good,None,64.7,58.0,1.33,None,Dec8
1169,0.45,VeryGood,E,VS1,Excellent,VeryGood,None,63.8,54.0,1.35,None,Dec5
1169,0.50,Good,G,IF,Excellent,VeryGood,None,66.1,56.0,1.32,None,Dec5
1169,0.51,VeryGood,G,VS1,Good,Good,None,60.5,61.0,1.39,None,Dec8
1169,0.52,Good,E,VVS2,Excellent,Good,None,56.9,57.0,1.44,None,Dec19
1169,0.52,VeryGood,D,SI2,VeryGood,VeryGood,None,63.2,58.0,1.47,None,Dec5
1170,0.50,VeryGood,D,VS2,VeryGood,VeryGood,Strong,60.8,58.0,1.40,None,Dec8
1170,0.50,VeryGood,G,VVS1,Excellent,VeryGood,None,61.1,62.0,1.35,None,Dec8
1170,0.52,VeryGood,H,SI1,Good,VeryGood,None,60.5,60.0,1.40,None,Dec5
1171,0.50,VeryGood,G,VVS2,Excellent,VeryGood,None,60.0,57.0,1.39,None,Dec8
1171,0.52,Good,G,VS1,VeryGood,VeryGood,None,65.2,58.0,1.37,None,Dec8
1171,0.56,VeryGood,H,SI1,Excellent,VeryGood,None,61.6,60.0,1.40,None,Dec8
1173,0.51,Good,I,VS1,VeryGood,VeryGood,None,65.9,59.0,1.40,None,Nov30
1173,0.53,VeryGood,G,VS2,Excellent,VeryGood,Faint,61.2,59.0,1.34,VerySmall,Dec8
1173,0.53,VeryGood,H,VS1,VeryGood,VeryGood,None,61.5,58.0,1.36,None,Dec8
1176,0.51,VeryGood,F,VS1,Excellent,VeryGood,None,57.7,59.0,1.41,None,Dec8
1176,0.51,VeryGood,F,VS1,VeryGood,VeryGood,None,60.5,56.0,1.33,None,Dec8
1176,0.51,VeryGood,G,VVS2,VeryGood,VeryGood,Faint,64.6,61.0,1.41,None,Dec8
1176,0.59,VeryGood,E,SI2,VeryGood,Good,None,61.1,60.0,1.40,None,Dec8
1177,0.50,VeryGood,E,VS2,VeryGood,Good,None,60.8,61.0,1.34,None,Dec8
1177,0.50,VeryGood,G,VS1,Excellent,VeryGood,None,64.0,62.0,1.34,None,Dec8
1177,0.52,VeryGood,F,SI1,Excellent,VeryGood,None,60.6,59.0,1.35,None,Dec8
1177,0.52,VeryGood,F,VS2,VeryGood,Good,None,61.6,60.0,1.37,None,Dec8
1177,0.66,VeryGood,I,SI1,Excellent,VeryGood,None,64.5,56.0,1.34,None,Dec8
1178,0.50,VeryGood,E,VS2,Excellent,Good,None,61.1,58.0,1.36,None,Dec8
1178,0.51,VeryGood,D,SI1,Excellent,VeryGood,None,61.5,60.0,1.36,None,Dec8
1178,0.52,VeryGood,H,IF,Excellent,VeryGood,None,64.6,59.0,1.39,None,Dec6
1178,0.54,VeryGood,I,VVS1,Excellent,Excellent,None,63.3,57.0,1.48,None,Dec8
1178,0.60,Good,E,SI1,Excellent,VeryGood,Faint,65.5,58.0,1.38,None,Dec8
1179,0.50,VeryGood,G,SI1,Good,VeryGood,None,62.6,55.0,1.39,None,Dec5
1180,0.48,Good,E,VS2,VeryGood,VeryGood,None,68.2,56.0,1.42,None,Dec5
1180,0.51,Good,E,SI1,VeryGood,VeryGood,None,65.5,54.0,1.36,None,Dec5
1180,0.52,VeryGood,E,SI1,Excellent,VeryGood,None,63.2,60.0,1.37,None,Dec4
1180,0.55,VeryGood,I,VVS1,Excellent,VeryGood,None,63.2,57.0,1.44,None,Dec8
1181,0.46,Good,F,VS1,VeryGood,VeryGood,None,67.1,58.0,1.44,None,Dec5
1181,0.46,VeryGood,E,VS1,VeryGood,VeryGood,None,63.2,57.0,1.34,None,Dec5
1181,0.53,VeryGood,F,VS2,VeryGood,Good,None,62.3,62.0,1.35,None,Dec8
1182,0.52,VeryGood,H,VS2,Excellent,VeryGood,None,62.4,58.0,1.38,None,Dec8
1183,0.50,VeryGood,D,VS2,Excellent,VeryGood,None,64.9,56.0,1.31,None,Dec8
1185,0.50,VeryGood,F,VS2,Excellent,VeryGood,None,59.2,59.0,1.39,None,Dec8
1185,0.50,VeryGood,G,VS2,Excellent,Excellent,None,62.4,57.0,1.43,None,Dec8
1185,0.50,VeryGood,G,VVS1,VeryGood,Good,None,60.6,61.0,1.36,None,Dec8
1185,0.51,VeryGood,D,VS1,Excellent,VeryGood,None,60.0,61.0,1.51,None,Dec7
1185,0.51,VeryGood,G,VS2,Excellent,VeryGood,None,63.1,61.0,1.37,None,Dec8
1185,0.51,VeryGood,G,VS2,Excellent,VeryGood,None,63.2,60.0,1.40,None,Dec8
1185,0.54,Good,F,VVS2,VeryGood,VeryGood,MediumBlue,68.8,55.0,1.45,None,Dec8
1187,0.45,VeryGood,G,VVS2,VeryGood,VeryGood,None,61.1,59.0,1.35,None,Dec5
1187,0.50,VeryGood,F,VS2,Excellent,VeryGood,None,63.5,61.0,1.40,None,Dec8
1188,0.49,VeryGood,F,VS1,VeryGood,VeryGood,None,60.1,62.0,1.37,None,Dec8
1188,0.50,Good,G,IF,Excellent,VeryGood,None,65.6,58.0,1.46,None,Dec8
1188,0.51,VeryGood,D,VS2,Excellent,VeryGood,Strong,63.5,61.0,1.35,None,Dec8
1188,0.53,VeryGood,D,VVS2,VeryGood,VeryGood,Medium,64.4,62.0,1.37,None,Dec8
1189,0.51,VeryGood,G,VS1,Excellent,VeryGood,None,62.0,52.0,1.42,None,Dec8
1189,0.51,VeryGood,H,VVS1,Excellent,VeryGood,None,61.0,61.0,1.41,None,Dec8
1190,0.46,VeryGood,D,VVS1,Excellent,VeryGood,None,58.5,61.0,1.45,None,Dec8
1190,0.50,VeryGood,D,SI1,VeryGood,VeryGood,None,62.7,60.0,1.40,None,Dec8
1190,0.50,VeryGood,G,VS2,VeryGood,VeryGood,None,62.6,58.0,1.44,None,Dec8
1190,0.52,VeryGood,F,VS2,VeryGood,VeryGood,None,60.3,60.0,1.43,None,Dec8
1190,0.54,VeryGood,G,VVS2,VeryGood,Good,None,60.1,61.0,1.34,None,Dec8
1191,0.50,VeryGood,F,VVS2,VeryGood,Good,None,61.9,62.0,1.31,None,Dec8
1191,0.50,VeryGood,G,VVS1,Excellent,VeryGood,None,60.7,57.0,1.35,None,Dec5
1193,0.50,VeryGood,F,VS2,VeryGood,Good,None,60.3,62.0,1.39,None,Dec8
1193,0.50,VeryGood,F,VVS2,Excellent,Good,None,61.9,56.0,1.39,None,Dec8
1193,0.52,VeryGood,F,VS2,Excellent,VeryGood,None,59.6,59.0,1.38,None,Dec8
1193,0.54,VeryGood,E,SI1,Excellent,VeryGood,None,62.9,59.0,1.33,None,Dec8
1194,0.52,Good,H,VS2,VeryGood,VeryGood,None,68.7,58.0,1.36,None,Nov30
1195,0.50,Good,D,SI2,VeryGood,Good,Faint,68.6,55.0,1.45,None,Dec5
1195,0.50,VeryGood,E,VS1,VeryGood,Good,Faint,63.8,62.0,1.32,None,Dec8
1195,0.50,VeryGood,E,VS2,Excellent,VeryGood,None,64.3,57.0,1.34,None,Dec8
1197,0.48,VeryGood,G,IF,Excellent,VeryGood,None,61.6,57.0,1.38,None,Dec5
1197,0.50,Good,G,VS2,VeryGood,Good,None,67.5,59.0,1.41,None,Dec5
1197,0.50,VeryGood,E,VS2,Excellent,Good,None,62.2,60.0,1.36,None,Dec6
1197,0.50,VeryGood,E,VS2,VeryGood,Good,None,60.2,60.0,1.36,None,Dec8
1197,0.50,VeryGood,G,VS1,Excellent,Excellent,None,58.8,61.0,1.42,None,Dec8
1197,0.50,VeryGood,G,VS1,VeryGood,VeryGood,None,60.0,60.0,1.42,None,Dec8
1197,0.53,VeryGood,E,SI1,VeryGood,VeryGood,Faint,62.6,59.0,1.42,None,Dec8
1197,0.53,VeryGood,F,VS2,VeryGood,Good,None,62.1,60.0,1.34,None,Dec8
1198,0.50,VeryGood,F,VVS1,Excellent,Good,Faint,62.0,60.0,1.39,VerySmall,Dec8
1198,0.51,Good,F,VS2,VeryGood,VeryGood,None,56.4,58.0,1.44,None,Dec8
1198,0.51,VeryGood,F,VS2,Excellent,Good,None,58.5,59.0,1.45,None,Dec8
1199,0.50,VeryGood,D,VS2,VeryGood,Good,None,65.0,57.0,1.43,None,Dec8
1199,0.63,VeryGood,I,VS1,Excellent,Good,Strong,61.3,56.0,1.45,None,Dec8
1199,0.70,VeryGood,J,SI1,Excellent,Good,Faint,60.3,57.0,1.45,None,Dec8
1201,0.50,Good,D,VS2,VeryGood,Good,None,58.8,65.0,1.29,None,Dec8
1201,0.50,VeryGood,E,SI1,VeryGood,VeryGood,None,61.5,58.0,1.44,None,Dec5
1201,0.50,VeryGood,E,SI1,VeryGood,VeryGood,None,64.8,58.0,1.34,None,Dec5
1201,0.50,VeryGood,F,VS2,Excellent,VeryGood,None,64.8,60.0,1.45,None,Dec8
1201,0.50,VeryGood,H,VVS2,Good,VeryGood,None,63.1,56.0,1.44,None,Dec8
1202,0.49,VeryGood,H,VS2,Excellent,Good,None,61.8,58.0,1.38,Small,Dec5
1202,0.50,VeryGood,D,VVS2,VeryGood,Good,Medium,63.7,62.0,1.35,None,Dec8
1202,0.50,VeryGood,E,VVS2,Excellent,VeryGood,Faint,59.7,63.0,1.41,None,Dec8
1202,0.50,VeryGood,H,VVS1,Excellent,VeryGood,None,62.8,58.0,1.36,None,Dec8
1202,0.54,VeryGood,G,VS1,Excellent,VeryGood,Faint,62.7,56.0,1.39,None,Dec8
1202,0.59,VeryGood,E,SI1,VeryGood,Good,Faint,62.2,60.0,1.35,None,Dec8
1202,0.59,VeryGood,H,VVS2,Excellent,VeryGood,Faint,60.1,57.0,1.38,None,Dec8
1203,0.50,VeryGood,E,VS1,VeryGood,Good,None,62.4,61.0,1.33,None,Dec8
1203,0.51,VeryGood,E,VS2,Excellent,VeryGood,Faint,59.7,61.0,1.43,None,Dec8
1203,0.51,VeryGood,F,VS2,Excellent,VeryGood,None,62.7,58.0,1.41,None,Dec8
1203,0.51,VeryGood,H,VVS1,Excellent,Excellent,None,58.5,59.0,1.40,None,Dec8
1203,0.55,VeryGood,D,SI1,Excellent,VeryGood,None,61.7,57.0,1.40,None,Dec8
1203,0.63,Good,F,SI1,Excellent,VeryGood,None,56.9,56.0,1.45,None,Dec8
1204,0.50,VeryGood,D,SI1,Excellent,Good,None,61.0,59.0,1.38,VerySmall,Dec8
1204,0.50,VeryGood,H,VVS1,Excellent,VeryGood,None,63.1,63.0,1.43,None,Dec8
1205,0.50,VeryGood,D,VS2,Excellent,VeryGood,None,61.7,59.0,1.36,None,Dec8
1205,0.52,VeryGood,F,VVS2,VeryGood,VeryGood,Medium,62.6,58.0,1.40,None,Dec8
1206,0.50,VeryGood,G,VVS1,Excellent,Excellent,Faint,63.7,62.0,1.38,None,Dec8
1206,0.51,Good,F,VVS2,VeryGood,Good,None,55.8,58.0,1.31,None,Dec8
1206,0.56,Good,F,VS1,VeryGood,VeryGood,Faint,56.7,58.0,1.43,None,Dec6
1207,0.48,Good,D,VS2,Good,VeryGood,None,65.6,61.0,1.32,None,Dec5
1207,0.50,VeryGood,F,VS2,Excellent,VeryGood,Faint,62.4,62.0,1.34,None,Dec8
1207,0.53,Good,G,IF,Excellent,VeryGood,Faint,66.4,58.0,1.42,None,Dec6
1207,0.56,VeryGood,H,VS2,Excellent,VeryGood,None,62.9,62.0,1.34,None,Dec6
1208,0.51,VeryGood,E,VS2,Excellent,VeryGood,None,63.1,56.0,1.43,None,Dec8
1209,0.46,VeryGood,D,VVS1,VeryGood,VeryGood,None,61.8,59.0,1.38,None,Dec8
1209,0.51,VeryGood,D,SI1,Excellent,VeryGood,None,62.6,62.0,1.39,None,Dec8
1210,0.50,Good,D,VS1,VeryGood,Good,None,67.9,57.0,1.37,None,Dec8
1210,0.54,VeryGood,D,VS2,VeryGood,VeryGood,Medium,62.6,56.0,1.30,None,Dec8
1212,0.48,VeryGood,G,VS1,VeryGood,VeryGood,None,63.6,58.0,1.33,None,Dec5
1212,0.48,VeryGood,G,VS1,VeryGood,VeryGood,None,64.2,57.0,1.38,None,Dec5
1212,0.50,VeryGood,F,VVS1,Excellent,VeryGood,Medium,63.4,57.0,1.38,None,Dec8
1213,0.50,VeryGood,D,SI1,VeryGood,VeryGood,Strong,58.5,63.0,1.39,None,Dec5
1213,0.50,VeryGood,F,VS1,Excellent,Good,None,64.2,60.0,1.39,None,Dec8
1213,0.50,VeryGood,F,VVS2,Excellent,VeryGood,Faint,60.2,59.0,1.40,None,Dec8
1213,0.50,VeryGood,G,VS1,Excellent,VeryGood,None,63.1,62.0,1.38,None,Dec8
1213,0.51,VeryGood,E,VS2,VeryGood,Good,None,64.2,59.0,1.35,None,Dec5
1213,0.57,VeryGood,F,SI1,Excellent,Good,None,62.3,59.0,1.36,None,Dec8
1213,0.70,VeryGood,I,SI2,VeryGood,Good,Medium,63.4,59.0,1.34,None,Dec8
1213,0.70,VeryGood,J,SI2,Excellent,VeryGood,Faint,57.4,63.0,1.33,None,Dec8
1214,0.50,VeryGood,D,VS2,VeryGood,VeryGood,None,62.2,63.0,1.40,None,Dec8
1214,0.53,VeryGood,G,VS2,Excellent,VeryGood,None,63.2,59.0,1.38,None,Dec8
1215,0.50,VeryGood,D,VS1,VeryGood,VeryGood,Medium,62.4,59.0,1.38,None,Dec8
1215,0.50,VeryGood,F,VS1,Excellent,VeryGood,None,63.1,57.0,1.32,None,Dec8
1215,0.60,VeryGood,I,VS2,Excellent,VeryGood,None,60.2,60.0,1.35,None,Dec8
1215,0.70,Good,H,SI2,Good,Good,None,58.9,66.0,1.20,None,Dec8
1216,0.67,VeryGood,E,SI2,Excellent,VeryGood,Faint,60.1,58.0,1.42,None,Dec8
1218,0.51,VeryGood,G,SI1,VeryGood,VeryGood,None,64.8,58.0,1.36,None,Dec5
1218,0.52,VeryGood,G,VS2,Excellent,VeryGood,None,59.4,61.0,1.43,None,Dec8
1219,0.50,VeryGood,G,VVS2,Excellent,Excellent,None,64.3,58.0,1.43,None,Dec8
1219,0.51,VeryGood,F,VS2,Excellent,VeryGood,None,63.3,57.0,1.37,None,Dec8
1220,0.47,Good,D,VS2,VeryGood,VeryGood,None,68.7,59.0,1.43,None,Dec5
1221,0.51,VeryGood,G,VS1,Excellent,Excellent,None,61.8,58.0,1.35,None,Dec8
1221,0.51,VeryGood,G,VS1,Excellent,Excellent,None,63.5,60.0,1.46,None,Dec8
1221,0.51,VeryGood,G,VS1,VeryGood,VeryGood,None,60.8,58.0,1.43,None,Dec8
1222,0.50,VeryGood,E,VS1,Excellent,VeryGood,None,63.0,64.0,1.38,None,Dec8
1222,0.50,VeryGood,F,VS2,Excellent,VeryGood,None,60.5,57.0,1.33,None,Dec8
1223,0.50,Good,F,VS1,Excellent,Good,None,55.5,56.0,1.44,None,Dec8
1223,0.50,Good,F,VS1,VeryGood,Good,None,56.5,59.0,1.53,None,Dec8
1223,0.50,VeryGood,D,SI1,VeryGood,VeryGood,None,62.5,57.0,1.39,None,Dec5
1223,0.50,VeryGood,G,VVS2,Excellent,VeryGood,None,60.5,59.0,1.35,None,Dec8
1224,0.47,Good,F,VVS2,VeryGood,Good,None,67.8,60.0,1.34,None,Dec5
1224,0.50,VeryGood,F,VS2,Excellent,VeryGood,None,61.5,59.0,1.34,None,Dec8
1225,0.50,VeryGood,E,VVS2,VeryGood,Good,None,61.8,61.0,1.36,None,Dec8
1225,0.51,VeryGood,D,VS2,VeryGood,Good,None,63.4,58.0,1.46,None,Dec5
1226,0.53,VeryGood,G,VVS1,VeryGood,VeryGood,Faint,57.7,61.0,1.33,None,Dec8
1226,0.57,Good,G,VS1,Excellent,VeryGood,Faint,65.2,59.0,1.39,None,Dec6
1227,0.50,VeryGood,E,VS1,Excellent,VeryGood,Faint,63.2,61.0,1.34,None,Dec8
1227,0.51,VeryGood,F,VS2,Excellent,VeryGood,None,59.2,61.0,1.43,None,Dec8
1227,0.53,Good,E,SI1,VeryGood,VeryGood,None,67.0,57.0,1.36,None,Dec5
1227,0.53,VeryGood,F,VS1,VeryGood,VeryGood,Faint,61.3,58.0,1.43,None,Dec8
1227,0.53,VeryGood,H,VVS2,Excellent,Excellent,None,63.5,58.0,1.37,None,Dec8
1227,0.57,VeryGood,G,VS2,Excellent,Good,None,58.8,63.0,1.42,None,Dec8
1227,0.60,VeryGood,D,SI1,Excellent,VeryGood,None,61.2,57.0,1.35,None,Dec8
1229,0.51,VeryGood,D,VS2,Excellent,VeryGood,None,61.9,59.0,1.37,None,Dec8
1229,0.51,VeryGood,G,VVS2,VeryGood,VeryGood,None,60.7,60.0,1.44,None,Dec8
1230,0.50,VeryGood,E,VS1,Excellent,Good,None,59.7,64.0,1.34,None,Dec8
1230,0.50,VeryGood,G,VS2,VeryGood,VeryGood,None,61.5,59.0,1.42,None,Dec5
1230,0.51,VeryGood,G,VS1,Excellent,VeryGood,Faint,60.3,60.0,1.35,None,Dec8
1230,0.55,VeryGood,G,VS2,Excellent,VeryGood,None,60.0,61.0,1.36,None,Dec8
1231,0.53,VeryGood,H,VVS1,Excellent,VeryGood,None,61.2,58.0,1.40,None,Dec8
1232,0.46,VeryGood,F,VVS2,VeryGood,VeryGood,None,63.9,57.0,1.39,None,Dec5
1232,0.48,Good,F,VS1,VeryGood,VeryGood,None,65.2,62.0,1.31,None,Dec5
1232,0.48,Good,F,VS1,VeryGood,VeryGood,None,66.5,59.0,1.41,None,Dec5
1232,0.48,VeryGood,E,VS1,VeryGood,VeryGood,None,64.8,57.0,1.39,None,Dec5
1232,0.50,VeryGood,E,VS2,Excellent,Good,None,63.1,58.0,1.35,None,Dec8
1232,0.50,VeryGood,F,VS2,Excellent,VeryGood,None,60.1,61.0,1.40,None,Dec4
1232,0.51,Good,E,SI1,Excellent,VeryGood,None,56.6,61.0,1.49,None,Dec5
1233,0.51,Good,F,SI1,VeryGood,VeryGood,None,67.6,57.0,1.33,None,Dec5
1233,0.61,VeryGood,E,SI1,Excellent,VeryGood,None,61.5,57.0,1.46,None,Dec8
1234,0.59,VeryGood,I,VS2,Excellent,VeryGood,None,60.6,59.0,1.35,None,Dec8
1235,0.50,VeryGood,E,VS2,Excellent,VeryGood,None,62.6,58.0,1.32,None,Dec8
1236,0.45,Good,H,VVS1,VeryGood,VeryGood,None,66.5,59.0,1.37,None,Dec5
1236,0.51,VeryGood,E,VS1,VeryGood,VeryGood,None,58.1,64.0,1.42,None,Dec8
1236,0.51,VeryGood,E,VVS2,Excellent,Good,None,61.1,58.0,1.42,None,Dec8
1237,0.50,VeryGood,G,VVS2,Excellent,VeryGood,None,64.3,59.0,1.35,None,Dec8
1237,0.51,VeryGood,G,VVS1,Excellent,VeryGood,None,62.3,57.0,1.40,None,Dec8
1237,0.59,VeryGood,G,SI1,VeryGood,Good,None,62.5,60.0,1.40,None,Dec8
1238,0.50,VeryGood,G,VVS1,Excellent,VeryGood,None,64.5,58.0,1.34,None,Dec8
1238,0.70,Good,J,VS1,VeryGood,VeryGood,Faint,67.4,58.0,1.40,None,Dec8
1239,0.50,VeryGood,D,VVS2,Excellent,Good,None,61.1,56.0,1.37,None,Dec8
1239,0.52,VeryGood,F,VVS1,Excellent,Excellent,None,61.0,61.0,1.43,None,Dec8
1239,0.65,VeryGood,I,SI1,Excellent,VeryGood,Faint,63.7,59.0,1.34,None,Dec8
1240,0.47,VeryGood,G,VVS2,VeryGood,VeryGood,None,61.9,60.0,1.41,None,Dec5
1240,0.51,VeryGood,E,VVS1,VeryGood,VeryGood,Faint,60.6,62.0,1.38,None,Dec7
1240,0.51,VeryGood,F,VS2,Excellent,VeryGood,None,59.9,56.0,1.42,None,Dec8
1241,0.52,VeryGood,F,VVS2,Excellent,VeryGood,None,64.5,58.0,1.37,None,Dec8
1242,0.50,Good,F,VVS1,Excellent,VeryGood,None,65.2,56.0,1.37,None,Dec8
1242,0.50,Good,F,VVS1,VeryGood,VeryGood,None,65.9,60.0,1.36,None,Dec8
1242,0.50,VeryGood,D,VS2,Excellent,Good,None,62.3,59.0,1.33,None,Dec8
1242,0.50,VeryGood,E,VS1,Excellent,VeryGood,None,64.2,63.0,1.41,None,Dec8
1242,0.50,VeryGood,E,VVS2,Excellent,VeryGood,None,60.4,57.0,1.35,None,Dec8
1242,0.50,VeryGood,E,VVS2,VeryGood,Good,None,60.0,57.0,1.39,None,Dec8
1242,0.50,VeryGood,F,VS1,Excellent,Good,None,60.0,61.0,1.40,None,Dec8
1242,0.50,VeryGood,F,VS1,Excellent,VeryGood,None,63.6,58.0,1.35,None,Dec8
1242,0.50,VeryGood,F,VVS1,Excellent,VeryGood,None,64.0,59.0,1.37,None,Dec8
1242,0.71,Good,G,SI2,Excellent,VeryGood,Strong,65.5,60.0,1.42,None,Dec8
1244,0.52,VeryGood,F,VS2,Excellent,VeryGood,None,63.9,58.0,1.37,None,Dec8
1245,0.47,VeryGood,G,VVS2,VeryGood,VeryGood,None,64.0,56.0,1.38,None,Dec5
1245,0.52,VeryGood,G,VS1,Excellent,VeryGood,None,61.0,60.0,1.40,None,Dec8
1246,0.53,VeryGood,G,VS2,Excellent,VeryGood,None,62.8,61.0,1.35,None,Dec8
1246,0.58,VeryGood,F,VS2,Excellent,VeryGood,None,59.5,55.0,1.45,None,Dec8
1246,0.58,VeryGood,F,VS2,VeryGood,VeryGood,None,62.8,57.0,1.36,None,Dec8
1247,0.46,VeryGood,D,VVS1,VeryGood,Good,None,60.4,54.0,1.33,None,Dec8
1247,0.53,VeryGood,F,VS2,VeryGood,Good,None,61.2,59.0,1.38,None,Dec6
1248,0.59,VeryGood,D,SI2,Excellent,VeryGood,None,63.3,59.0,1.39,None,Dec8
1249,0.54,VeryGood,G,VS2,Excellent,Excellent,None,61.5,58.0,1.37,None,Dec8
1249,0.59,VeryGood,J,VVS2,VeryGood,VeryGood,None,61.7,61.0,1.38,None,Dec5
1250,0.50,VeryGood,F,VS1,Excellent,Good,None,60.4,62.0,1.34,None,Dec8
1250,0.50,VeryGood,F,VVS2,Excellent,VeryGood,Faint,62.4,60.0,1.36,None,Dec8
1250,0.51,VeryGood,F,SI1,Excellent,VeryGood,None,62.1,57.0,1.41,None,Dec5
1250,0.55,VeryGood,H,VVS2,Excellent,VeryGood,None,62.4,59.0,1.39,None,Dec8
1251,0.50,VeryGood,F,VS2,Excellent,VeryGood,None,61.5,59.0,1.35,None,Dec5
1251,0.50,VeryGood,G,VVS1,Excellent,VeryGood,None,63.2,58.0,1.37,None,Dec5
1251,0.51,VeryGood,D,VS2,VeryGood,VeryGood,None,62.7,58.0,1.38,None,Dec8
1251,0.58,VeryGood,H,VVS1,VeryGood,VeryGood,Faint,59.4,60.0,1.45,None,Dec8
1252,0.42,Good,D,VVS1,VeryGood,Good,None,67.8,59.0,1.24,None,Dec5
1252,0.50,VeryGood,D,SI1,Excellent,Excellent,None,62.0,60.0,1.36,None,Dec8
1252,0.51,VeryGood,D,VS2,Excellent,VeryGood,None,61.4,56.0,1.34,None,Dec8
1252,0.51,VeryGood,G,VVS2,VeryGood,VeryGood,None,62.6,59.0,1.36,None,Dec8
1254,0.50,VeryGood,F,VS1,VeryGood,Good,None,60.0,61.0,1.38,None,Dec8
1254,0.52,Good,D,VS2,Excellent,VeryGood,None,65.1,56.0,1.39,None,Dec8
1254,0.55,VeryGood,H,VVS1,Excellent,VeryGood,Faint,61.2,62.0,1.35,None,Dec8
1255,0.50,VeryGood,F,VVS2,Excellent,Good,None,61.3,60.0,1.32,None,Dec5
1255,0.53,Good,I,VVS2,VeryGood,VeryGood,None,69.0,58.0,1.35,None,Dec5
1255,0.61,VeryGood,E,SI2,Excellent,VeryGood,Medium,60.4,59.0,1.36,None,Dec8
1256,0.50,VeryGood,E,VVS2,VeryGood,VeryGood,Medium,58.8,59.0,1.40,None,Dec8
1257,0.50,Good,I,VVS1,Good,VeryGood,None,66.3,59.0,1.35,None,Dec5
1257,0.50,VeryGood,E,VS2,Excellent,VeryGood,None,62.7,59.0,1.38,None,Dec8
1258,0.50,Good,E,VVS1,Excellent,VeryGood,None,56.5,57.0,1.39,None,Dec5
1258,0.50,VeryGood,F,VS2,Excellent,VeryGood,None,60.3,59.0,1.44,None,Dec8
1258,0.50,VeryGood,G,VS1,Excellent,VeryGood,None,63.5,59.0,1.33,None,Dec5
1258,0.51,VeryGood,E,VS1,Excellent,VeryGood,None,62.6,57.0,1.44,None,Dec8
1259,0.50,VeryGood,E,VS1,VeryGood,Good,None,60.6,61.0,1.34,None,Dec8
1259,0.51,VeryGood,D,VS1,Excellent,VeryGood,Medium,60.2,59.0,1.38,None,Dec8
1259,0.70,Good,J,SI1,Excellent,VeryGood,Faint,65.5,57.0,1.35,None,Dec8
