93,62.8898
75,40.6347
60,39.0293
51,24.6792
42.6,20.4087
36.6,18.8459
32.4,16.241
26.4,16.1985
19.8,11.8789
16.2,10.3962
12.6,10.5234
9.6,10.5371
7.2,9.34158
6,9.96002
42,17.8332
36,16.9537
30,14.725
25.2,0
21,11.7602
16.8,11.6559
13.2,10.4828
9.6,10.468
7.2,9.24282
6,10.0456
7.2,9.6222
6,10.4461
90,45.2862
75.6,39.7459
61.2,31.1569
52.2,23.6028
45,20.2036
39,18.2404
33,15.2803
28.2,14.7515
24,11.5499
19.8,12.2097
15.6,10.3395
12.6,10.5716
9,9.18449
7.2,8.66898
6,8.97466
30,15.3466
25.2,13.1075
20.4,12.647
16.2,10.7411
12.6,10.8674
10.8,9.35373
7.2,9.90128
6,9.12835
20.4,13.3878
15.6,11.6652
12,10.4319
9.6,10.2082
7.2,10.3988
6,10.0817
108,75.4393
84,51.8369
69,43.4299
57,31.0542
48,25.085
40.8,19.3226
34.8,17.3897
30,13.8783
26.4,14.3541
21.6,11.9296
18.6,12.1458
15,10.4218
12,10.5102
9,9.13674
7.2,9.45848
6,8.5334
27.6,14.3587
23.4,12.1867
19.2,11.9625
15.6,10.4633
12,10.5626
9,9.10002
7.2,9.68925
6,8.85939
12,10.8457
9,9.40173
7.2,9.65214
6,9.28275
25.2,14.77
21,12.8764
16.8,12.3194
12.6,11.592
9.6,11.1664
7.2,9.80805
6,10.279
7.2,8.47538
6,10.9735
75,36.3647
63,32.455
54,24.9662
46.2,20.5786
39.6,16.6003
34.8,15.6386
30,13.8947
25.2,13.4621
21,11.7377
16.8,11.7807
13.2,10.5744
9,10.0214
7.2,11.1209
34.8,19.8493
28.8,13.9331
24,16.3477
18.6,12.8442
15,13.197
10.2,11.1197
7.2,11.9004
6,10.6795
14.4,13.9867
10.2,11.7464
7.2,10.5062
6,10.9513
89.4,43.7228
75.6,34.4385
63.6,30.5773
54,23.1965
46.2,20.4338
39.6,17.3728
34.2,17.1894
28.8,14.6275
24,15.1972
19.2,12.7165
15,13.2079
10.8,11.0702
7.2,12.0475
6,11.0263
60.6,32.6346
51.6,21.8763
45,20.9589
38.4,17.1393
33,16.8352
27.6,14.6212
23.4,14.3433
18.6,11.6468
14.4,13.1147
10.8,10.9907
7.2,11.5196
6,10.4385
31.2,17.1505
25.2,14.5325
21,14.9206
16.2,12.6804
12,13.2655
7.8,11.4787
6,12.1944
6,11.2115
28.2,17.2904
22.2,14.8064
17.4,15.1934
12,12.9106
7.8,13.2892
6,11.5116
174,132.519
132,80.9791
106.2,56.0874
90,43.5576
72.6,37.8624
60,30.751
51,22.7312
42.6,19.4548
36,18.3988
30,14.2588
25.2,15.1015
19.8,13.0562
15.6,13.0482
11.4,11.3066
7.8,11.8091
6,10.7294
39.6,19.1762
33,16.8159
27,16.6097
21.6,14.082
16.8,14.394
12,12.4855
7.8,12.8871
6,11.9053
63,31.5432
54,24.6635
45,22.5132
37.8,18.4674
31.8,18.2161
25.8,15.6995
21.6,15.6208
16.2,13.3822
12,14.0077
7.8,12.1796
6,13.2952
12,13.974
7.2,13.8302
6,12.5241
138,112.393
106.2,56.5382
90,47.9128
72.6,37.7351
61.2,32.5668
51,23.8561
43.8,21.6231
36,17.7202
30.6,17.6668
25.2,15.0133
21,14.5316
15.6,13.4213
12,13.168
7.2,11.3972
6,11.8407
43.2,23.3027
36,17.6027
30,19.7955
24,16.6286
18,16.4057
13.2,14.4025
9,14.213
7.2,13.3823
24,17.8048
18.6,15.6877
13.8,13.8683
9.6,13.9987
7.2,15.0375
45,22.1284
37.8,20.8249
31.2,18.6353
25.2,18.3277
19.2,15.6185
14.4,15.6753
9.6,13.818
7.2,14.8465
33,18.3256
27,19.0077
20.4,16.1564
15,17.0947
9,14.8223
7.2,15.0387
9,14.2107
7.2,15.0909
7.2,14.9489
97.8,48.4904
81,38.9037
68.4,35.3646
57,24.5289
49.8,24.7291
42,20.2028
36,19.6096
29.4,16.8695
24,16.7896
18.6,14.8228
13.8,14.7383
9,13.0422
7.2,13.6476
18.6,14.8939
13.8,14.7788
9,13.0552
7.2,13.7357
29.4,16.5514
24,16.8866
17.4,14.8035
13.2,13.9367
8.4,10.5502
7.2,14.2303
13.8,14.3664
9.6,14.6315
7.2,13.5868
20.4,17.0717
15,15.2999
10.2,15.5368
7.2,14.8316
28.2,19.2259
21.6,15.2653
16.2,17.228
10.8,15.4256
7.2,16.5714
56.4,25.9961
48,24.7038
39.6,21.7231
32.4,21.9298
24.6,19.5458
18,19.3093
12,17.0527
7.2,17.9724
159,70.5773
132,59.676
113.4,46.4847
97.2,41.9763
82.8,36.1101
70.2,34.5894
57.6,27.5399
49.2,26.352
40.8,23.016
33.6,23.3856
25.2,20.6467
18.6,20.5095
10.8,17.9923
7.2,20.1754
160.2,95.9862
127.2,76.2619
105,50.1623
87,50.516
72,34.9316
61.2,33.5246
52.8,23.8063
45,23.5389
36.6,20.1775
30,19.3943
24,16.6265
18.6,16.7188
13.8,14.3332
9,15.5289
7.2,13.5979
9,15.2157
7.2,13.7408
52.8,25.1166
45,20.1832
38.4,21.9183
31.8,18.5439
25.8,18.1079
19.8,16.3674
15,15.7826
9.6,14.9401
7.2,16.3622
21,18.194
15,15.8939
9.6,16.3503
7.2,16.9193
189,104.813
157.2,70.6876
135,58.064
115.2,47.8065
99,37.8684
88.2,35.684
76.8,30.6797
64.8,32.6146
54,26.3747
46.2,23.3275
39,20.0075
31.8,21.0617
25.2,18.1346
19.2,17.8002
13.8,15.1702
9,15.6127
7.2,14.7206
150,89.8844
120,62.5742
103.2,48.2138
90,35.4123
78.6,36.602
66.6,31.3169
58.2,27.1206
50.4,22.2208
43.2,21.8891
36.6,18.9565
30.6,18.8997
24.6,16.5769
19.2,16.7898
13.8,15.0644
9,15.3587
7.2,14.5033
102,49.3371
87,39.782
73.2,36.997
60,30.9172
52.8,24.3636
43.8,19.8087
37.8,22.8674
31.2,18.8065
25.2,20.2869
18.6,13.252
15,13.8133
10.8,11.4711
7.2,12.1909
6,11.4715
63.6,31.2688
55.2,21.617
48,22.0259
42,18.8945
36,18.3974
30,16.0504
25.2,16.5438
20.4,13.6594
15.6,14.3264
10.8,12.2859
7.2,12.6669
6,11.406
123,77.5865
100.8,49.0951
86.4,42.7161
72,33.7787
61.2,31.0727
51.6,22.0549
45,21.5601
37.8,17.4136
31.8,17.294
26.4,15.098
21.6,15.0853
16.2,13.357
12,13.4896
7.8,11.1675
6,13.6868
67.2,33.6159
57.6,27.6563
49.2,21.5147
42,20.9443
35.4,17.3885
30,17.6279
24,14.9678
19.2,14.8285
15,12.8229
10.8,12.5159
7.2,10.5251
6,12.4545
78,35.9694
66.6,34.1564
55.2,25.0835
48,22.2015
40.2,18.1551
22.2,19.2295
17.4,17.1171
13.2,17.4913
9.6,16.8539
7.2,16.3534
124.2,77.6661
102,55.9003
87.6,49.3732
76.8,40.0594
66.6,31.5615
57.6,28.9964
51.6,26.4123
43.8,22.6405
37.2,22.2889
30.6,18.5155
25.2,18.5968
18.6,16.3648
13.8,16.1841
9.6,13.826
7.2,15.0668
25.2,17.1612
19.2,17.6335
13.8,15.2666
9.6,16.0246
7.2,14.2707
25.2,19.4651
19.2,16.5878
14.4,16.884
9.6,14.7465
7.2,15.6948
9,14.6916
7.2,16.054
14.4,16.5095
9.6,17.3147
7.2,14.6186
79.2,40.3213
68.4,33.4851
57,29.2063
48.6,24.3479
42,23.6004
33.6,20.2898
27,21.5358
20.4,17.6443
15,17.919
9.6,15.2748
7.2,16.5358
75,34.6629
63,31.7215
52.8,24.9276
45,23.7793
38.4,20.2787
31.8,18.4419
25.8,18.1413
20.4,18.1225
15,15.9613
9.6,16.3834
7.2,14.9246
33.6,21.6177
27,18.2272
21.6,19.1
15,17.1121
9.6,17.4951
7.2,14.0757
10.2,17.9052
7.2,16.2968
117.6,59.0951
99.6,45.455
87,41.621
72,35.0648
60,34.0725
51,23.917
42.6,23.6228
36,20.8472
28.8,20.847
22.2,18.7064
16.2,19.135
10.2,16.8378
7.2,18.5107
81,39.0587
67.8,35.5716
57,27.3819
49.8,25.9529
41.4,22.4104
35.4,23.0006
28.2,19.8779
22.2,20.6044
15.6,18.2296
