52.8,21.0429
45,16.7979
39,19.8965
31.8,16.0304
25.8,16.6758
19.8,14.3933
15,15.1111
12,13.607
9,14.5414
44.4,17.1856
38.4,16.8889
32.4,16.6646
27,16.8392
21,14.6077
16.2,15.8298
12,13.8146
9,15.6833
55.8,20.6147
49.8,20.375
42,17.7041
35.4,18.7192
28.2,15.9503
22.2,17.4238
16.2,14.9315
12,16.5037
9,14.505
9,16.0515
9,14.5736
121.8,45.2793
107.4,33.4893
94.2,31.4297
82.2,26.7826
71.4,26.4575
61.2,22.246
53.4,22.1882
45,18.4741
38.4,19.4637
30.6,16.7904
24,17.7114
17.4,15.107
12,15.9555
9,14.2241
122.4,47.2737
106.8,34.7219
93,31.3816
81,26.8727
69.6,25.8311
60,22.5361
51.6,20.3851
43.8,17.7846
37.2,18.3057
30,15.1307
24,16.9882
16.8,14.256
12,15.4252
9,13.9507
60,24.5432
51.6,19.2003
43.8,19.9314
36,17.4957
28.8,17.8923
22.8,15.1835
16.8,14.4748
12,12.8202
9,14.5027
68.4,22.2545
60,22.7428
51,18.007
43.8,18.7425
36.6,16.4868
29.4,16.8025
22.2,14.5457
16.8,15.3572
12,13.4118
9,15.4859
132,40.6144
117,35.4518
104.4,29.9951
91.2,29.9405
81,25.6465
70.2,25.3552
60.6,22.8878
52.8,22.0294
45,19.1033
37.2,19.9447
30,17.3983
22.8,18.4405
16.2,15.645
12,16.7774
9,15.3515
219,80.5345
180,92.5378
150,65.3778
126,47.8842
108,39.647
93.6,31.8134
81,28.843
69,24.0147
60.6,24.175
52.2,17.7732
45.6,19.0121
39,15.0311
34.2,15.6107
28.2,13.2996
24.6,16.238
18,12.0565
15,15.9238
12,12.1468
9,13.2206
67.2,21.4537
60,20.6988
52.2,16.6517
45,17.0925
39.6,14.7697
34.2,14.2769
28.2,14.2772
24,14.3625
18.6,12.6956
15,13.7662
12,12.5885
9,13.6397
21.6,14.1359
16.2,14.6952
12,13.4915
9,15.6706
204,82.851
180,93.7116
144,63.2854
123,50.0643
108,36.6889
100.2,33.3845
88.8,27.9178
75.6,25.8268
64.8,21.8435
55.2,19.3695
48,15.7332
42,15.7512
36,12.9037
31.8,14.0739
26.4,11.6618
19.2,13.1942
15,11.3623
11.4,12.2281
7.8,10.4526
6,12.1185
55.2,20.0463
49.2,19.4102
42,16.2147
37.2,16.2743
31.8,13.219
27.6,14.1554
22.8,12.0285
18.6,13.1792
13.8,11.2932
10.8,12.0849
7.8,10.0922
6,11.8416
6,10.3835
37.2,16.8699
31.2,14.5189
25.8,15.1971
20.4,12.7576
16.8,13.6798
12,11.735
7.8,12.7113
6,11.4211
132,68.2448
108,50.6069
93,40.3879
77.4,32.7782
66.6,29.487
57.6,21.7471
49.8,19.9605
43.2,16.7826
37.8,16.4958
32.4,13.7039
28.2,14.0736
23.4,11.5348
19.2,12.4816
15,10.6071
11.4,11.3386
7.2,9.63962
6,10.9397
15,10.7393
11.4,11.8443
7.2,9.68488
6,10.926
10.8,10.5816
7.2,11.3397
6,11.2539
11.4,12.3623
7.2,10.1099
6,11.2522
10.8,10.614
7.2,11.7268
6,10.0966
24.6,14.4314
19.2,12.0827
15,13.1413
10.8,10.9053
7.2,11.4455
6,9.88842
15.6,12.7605
11.4,10.7888
8.4,11.9817
6,10.4497
22.2,13.9478
16.8,12.2331
48,20.9837
42,16.9459
37.2,19.3624
34.2,16.7773
30,14.6237
24,15.5571
21,13.6825
18,14.7276
15,13.1674
12,13.2998
9,12.8594
36.6,17.0674
30,14.8878
25.2,15.8995
19.2,13.64
15,14.6979
12,12.9182
9,14.1722
35.4,15.5058
31.2,17.0782
25.2,14.7474
19.2,15.8569
15,13.7771
12,15.1162
9,13.1608
12,15.4287
9,14.4264
120,44.765
105.6,34.4932
92.4,31.7554
81.6,27.0579
70.8,26.0316
61.2,22.983
55.2,20.791
48.6,16.9602
43.2,18.4704
37.2,15.725
31.2,16.8459
25.8,14.6315
21,15.5124
15,13.468
12,14.8356
9,12.8961
52.2,20.1839
45,17.0667
38.4,17.5294
32.4,15.3001
25.8,16.0934
19.8,14.1295
15,14.8385
12,13.1977
9,14.2245
51,18.1556
45,18.5799
38.4,16.1331
31.8,16.8892
25.2,14.7592
19.8,15.505
15,13.1742
12,14.4351
9,12.9514
19.8,15.8645
15,13.1891
12,15.0402
9,13.1405
21,16.3556
15.6,14.3949
12,15.7445
9,14.22
107.4,34.8066
97.2,29.8586
86.4,28.7086
75,24.7521
63,24.888
54.6,20.5157
48,20.8726
40.8,18.0385
34.2,19.3444
27.6,16.5727
21.6,17.2784
15.6,14.9019
12,16.489
9,15.174
165,72.5257
138,55.5107
120,47.2644
103.8,35.9216
91.8,33.1205
79.8,28.0395
69,26.2853
60,23.0455
51.6,19.8303
44.4,16.4858
37.8,17.9191
31.2,15.2497
25.8,16.5388
19.8,13.8734
15,14.9447
12,13.0117
9,14.6616
57,20.7055
49.8,20.249
42.6,17.36
37.8,17.8918
31.2,14.6113
25.2,16.2877
19.2,13.7033
15,15.5225
12,13.1686
9,14.0084
19.8,14.2283
15.6,15.1441
12,13.4398
9,15.4147
93,29.0172
82.2,25.0617
72,25.5861
65.4,24.5901
57,19.8711
49.2,19.7673
42.6,16.9952
37.2,17.6973
30.6,15.0647
25.8,15.932
20.4,13.9062
15.6,15.0445
12,13.1765
9,14.2323
12,13.418
9,14.6387
9,13.3516
9,15.2759
36.6,16.8966
28.8,17.4116
22.8,15.107
17.4,16.0544
12,14.0785
9,15.6435
17.4,14.4169
12,16.4455
9,14.7495
180,93.6558
147,59.1837
126,47.0454
108.6,36.6856
96.6,32.5036
84.6,28.2421
73.8,26.9286
63,23.0451
56.4,21.2159
49.2,17.7613
43.2,18.1385
36,15.6172
30,16.4761
21.6,13.8066
16.2,18.5976
12,12.3982
9,14.2728
61.8,21.3237
53.4,19.2321
45.6,16.7033
39.6,17.2885
32.4,14.887
25.8,15.5206
19.2,13.5589
15,14.6814
12,12.2596
9,13.8782
37.8,15.8212
31.8,16.5784
25.8,14.4761
20.4,15.3896
15,13.5886
12,15.0241
9,13.2287
40.8,18.4461
34.2,16.2273
28.2,17.1449
21.6,15.077
16.2,16.4003
12,14.0212
9,15.5201
9,14.0202
24.6,17.6338
18,15.2334
12,16.464
9,15.3501
109.8,34.5146
99,30.5782
85.2,30.1946
72,27.6479
63,25.2134
54,20.4749
46.8,20.0384
40.2,17.4593
34.8,18.2367
27.6,15.489
22.2,17.1281
16.2,14.9238
12,16.3334
9,14.0882
9,16.4358
144,65.9871
123,50.2108
108,35.2691
93,33.4472
78.6,27.755
69,26.7165
60,21.9364
15,20.9863
12,17.78
27.6,21.1252
21,19.6908
15,20.1701
12,17.6247
22.2,21.2564
15,18.307
12,20.8912
57,26.4551
47.4,23.409
38.4,23.6335
30,23.769
21,20.1282
15,21.6445
12,19.2718
73.8,36.96
62.4,30.8375
52.2,26.5394
43.2,22.6293
35.4,23.7662
27.6,20.3248
20.4,21.729
15,18.7097
12,21.0691
36,22.8188
28.8,24.3091
21,20.2148
15,21.9095
12,19.5547
67.2,34.1892
56.4,27.2152
47.4,26.721
37.2,22.5227
28.2,24.4205
20.4,20.6542
15,21.2282
12,19.0574
48,27.4992
38.4,23.0775
30.6,24.4837
22.8,20.6822
15,22.0766
12,20.053
51,28.7949
40.2,24.1446
31.2,25.1572
22.2,21.6035
16.2,22.4467
12,20.1458
43.2,27.6359
32.4,23.2829
24.6,25.6194
16.2,21.6112
12,22.8703
58.2,28.5938
46.8,28.5424
36,25.441
26.4,25.8339
16.8,22.5338
12,25.0272
156,59.4856
132,52.7571
114,41.7113
98.4,40.4
87,35.8635
72,34.8787
58.2,29.2876
48,28.7881
36,24.9903
27,25.8808
18,21.8509
12,23.7469
151.2,68.7531
127.2,54.1559
105,39.986
90,38.0727
75,32.5056
61.8,33.4309
49.2,25.8811
39,26.4903
27,22.8711
18,23.8518
12,22.3364
126.6,57.2394
103.2,41.9684
86.4,37.5131
68.4,33.0191
57,28.8533
45.6,24.8214
34.2,25.7474
24,22.1802
15,23.6916
12,20.8794
84,39.1151
69,36.5708
54,22.0027
45.6,19.2276
39,20.1749
30.6,17.3396
24,18.3109
18,15.8315
15,16.5714
12,15.1435
15,17.1093
12,16.23
73.2,26.1123
63.6,26.6574
55.2,22.431
46.2,19.2001
39,19.5786
31.2,16.8698
24.6,18.159
18,16.0584
15,16.1331
12,16.0942
19.2,18.2023
15,16.0429
12,17.9461
57.6,21.8622
48,22.1193
39.6,19.4952
31.8,19.4862
24.6,16.717
18.6,17.9564
15,15.8401
12,17.3633
18,16.7037
15,18.3176
12,17.1141
113.4,39.9633
113.4,33.0983
102,31.615
90,27.6205
77.4,27.5823
66.6,22.5662
57,22.5645
48.6,20.0308
40.2,21.1728
34.2,18.3657
27,19.0664
19.8,16.7896
12,19.4702
150,65.8426
127.8,49.5124
111.6,37.4008
96.6,33.9713
82.8,28.8708
72,28.0354
61.2,24.0197
52.8,21.884
44.4,19.0039
36.6,19.8662
29.4,17.1235
22.8,17.9757
18,15.8926
15,16.6724
12,15.2469
15,17.1551
12,15.5655
51.6,22.2901
43.2,19.6816
35.4,20.1197
27,17.9099
20.4,18.699
15,16.7467
12,18.3027
139.2,53.1103
115.2,41.3685
102,33.7524
90,32.2584
77.4,27.4757
65.4,27.2699
55.2,22.0336
46.2,21.8341
39,18.2424
31.8,19.4572
25.2,17.3619
18.6,18.5252
15,16.3671
12,19.0194
86.4,30.7737
75.6,30.4444
65.4,26.1142
56.4,24.4712
48.6,20.99
42,21.9452
33,18.9047
26.4,20.6102
19.2,17.4807
15,19.3856
12,17.7109
103.8,40.5858
90,33.0048
75,31.0835
63,26.7511
55.2,26.1216
46.8,21.3206
39,22.5034
31.2,19.2187
25.2,20.6449
18,16.7081
15,19.2786
12,17.1901
99,38.3304
87.6,33.6749
72,32.0089
63,29.3125
54,20.3592
24,13.24825
30,12.3393
24,14.11325
30,13.51625
24,13.9471
30,14.98425
24,14.564
30,14.28115
24,14.92805
255,140.783
195,70.048
150,43.26655
128.4,34.9014
111,26.64665
100.8,25.04245
85.8,20.8184
74.4,20.3476
66,15.90775
60,18.8715
54,14.64775
48,15.1543
42,12.75115
36,13.6619
30,11.9683
24,13.1561
30,12.7987
24,13.83295
120,30.7502
104.4,25.34285
89.4,21.27045
75,20.5721
66,17.1261
60,18.0423
54,14.20245
48,15.7256
42,13.1262
36,14.3412
30,12.60905
24,13.378
192,86.119
151.8,44.94945
127.2,34.4505
108.6,28.46555
94.8,23.3468
83.4,21.5787
72.6,19.1776
66,19.45835
60,17.53655
54,16.1759
48,13.7717
42,14.2235
36,11.4747
30,12.8076
24,11.1956
36,13.9293
30,12.21675
24,13.8675
144.6,33.04995
123,30.3164
106.2,23.76025
98.4,23.61315
87.6,18.7768
76.8,19.81255
66,17.31565
60,18.23905
54,14.26815
48,15.23275
42,13.149
36,13.90105
30,12.21705
24,13.9252
103.8,22.36265
91.2,22.2842
78.6,19.2846
67.8,20.07705
56.4,15.7518
48,16.40895
42,14.489
36,19.15255
30,14.55755
24,14.99985
42,14.5161
36,16.20705
30,13.9509
24,16.2066
36,15.41815
30,17.17645
24,14.5278
42,18.9581
36,16.38315
30,18.58895
24,16.3458
195,84.681
150,46.76325
120,37.81615
102,27.64255
87.6,24.99775
72,20.65115
60,20.45095
48,16.6762
39.6,24.8854
32.4,21.4677
26.4,22.7479
18,19.0261
15,24.7719
12,18.8395
75,42.1622
62.4,31.7843
54.6,28.3545
46.8,23.7823
40.2,24.5326
31.2,21.1707
24,22.6621
18.6,19.5247
15,19.301
12,19.9584
36,25.9056
27.6,22.6072
21,24.6383
15,20.767
12,23.2229
147,83.6696
121.8,60.2242
103.8,47.7333
88.8,41.4521
74.4,35.5469
63,33.737
51.6,25.5872
42.6,26.0223
34.8,22.272
28.2,22.6861
22.2,19.1167
18,20.863
15,18.3446
12,20.2858
15,18.9728
12,21.5782
64.2,32.4611
54.6,30.7962
45,24.9276
36.6,25.9859
28.2,22.5344
22.2,23.3713
15,20.1765
12,22.9681
132,68.8219
108,50.1351
96,42.6217
79.8,38.1866
66.6,32.7139
55.2,27.9114
45.6,22.9489
36.6,23.6394
28.8,20.2034
21.6,21.0059
15,17.3479
12,20.2811
45.6,22.7692
37.8,23.8628
28.8,20.4077
21.6,21.6093
15,18.7008
12,20.5148
15,19.7356
12,22.6485
120,53.8516
102.6,44.5481
86.4,37.4375
72,35.6064
58.2,28.3528
48.6,27.5759
39,23.0271
30,24.0927
21.6,19.9953
15,21.1557
12,18.5538
43.2,27.8291
33.6,23.8859
25.8,23.6523
16.2,20.4444
12,23.3709
130.8,58.2175
112.2,49.1485
91.8,39.0908
75,39.8983
60.6,31.1512
51,26.5311
40.2,21.9892
32.4,23.4226
24,19.9181
15,21.8134
12,19.6567
110.4,48.3653
93,39.6251
75.6,37.6222
60.6,31.9764
49.2,26.9276
37.8,22.1578
30,23.6256
21,18.1678
15,20.2674
12,17.8497
73.2,34.0296
57.6,27.1589
49.2,26.7782
40.2,21.2278
30.6,22.7982
20.4,21.9872
15,20.9863
24,16.4595
354.3,232.2685
210,90.135
162,46.81445
133.2,38.95595
114.6,32.1173
99,26.60115
84,25.67265
69.6,22.13935
57,20.2919
48,17.6708
42,19.17935
36,18.0899
30,15.5562
24,13.173
30,15.5481
24,12.75045
192,81.596
156,45.43705
129.6,37.1956
109.8,28.28975
90,25.3985
73.8,21.94615
61.8,21.8818
54,16.3239
48,16.58825
42,14.43995
36,15.34605
30,13.3552
24,14.19945
124.8,35.7718
105.6,28.82215
90.6,22.85305
78,20.81155
66,17.8467
60,19.45915
54,14.4039
48,14.95875
42,13.30715
36,14.04875
30,12.0724
