round,carat,cut,color,clarity,depth,table,length-width,date,price
0,2.00,2,6,2,64.7,70.0,1.44,19,24260
0,2.00,2,6,2,64.7,70.0,1.44,22,23797
0,2.00,2,6,3,67.8,72.0,1.18,19,25784
0,2.00,2,6,3,67.8,72.0,1.18,22,25375
0,2.00,3,2,3,67.5,63.0,1.34,21,20138
0,2.00,4,2,3,67.5,63.0,1.34,16,20667
0,2.01,0,1,5,75.8,54.0,1.42,22,15093
0,2.01,0,2,5,77.8,52.0,1.49,22,13621
0,2.01,0,4,1,73.0,76.0,1.41,22,15537
0,2.01,0,6,4,75.4,69.0,1.53,18,24217
0,2.01,0,6,4,75.4,69.0,1.53,22,23886
0,2.01,1,1,3,70.7,63.0,1.74,22,12855
0,2.01,1,1,3,71.6,70.0,1.39,22,11951
0,2.01,1,2,1,61.1,73.0,1.39,22,13386
0,2.01,1,2,2,72.2,65.0,1.24,28,21228
0,2.01,1,2,4,75.0,55.0,1.20,22,17397
0,2.01,1,3,1,71.9,62.0,1.21,22,15405
0,2.01,1,3,2,70.0,65.0,1.11,22,18986
0,2.01,1,3,2,72.9,69.0,1.28,22,16447
0,2.01,1,3,4,65.6,73.0,1.32,22,22833
0,2.01,1,3,4,70.4,67.0,1.24,23,20961
0,2.01,1,3,4,70.4,67.0,1.24,28,20961
0,2.01,1,3,4,71.7,69.0,1.29,29,16203
0,2.01,1,3,4,72.0,68.0,1.24,22,20144
0,2.01,1,3,4,73.0,71.0,1.15,22,18157
0,2.01,1,3,6,70.0,58.0,1.08,19,26627
0,2.01,1,3,6,70.0,58.0,1.08,22,26180
0,2.01,1,4,0,68.5,73.0,1.26,22,12100
0,2.01,1,4,1,74.3,57.0,1.13,22,17405
0,2.01,1,4,2,64.5,73.0,1.19,19,20631
0,2.01,1,4,2,64.5,73.0,1.19,22,20160
0,2.01,1,4,3,70.2,72.0,1.18,23,22160
0,2.01,1,4,3,70.2,72.0,1.18,28,22160
0,2.01,1,4,3,74.4,73.0,1.24,25,21492
0,2.01,1,4,3,74.4,73.0,1.24,28,21492
0,2.01,1,4,4,71.0,64.0,1.22,20,26141
0,2.01,1,4,4,71.0,64.0,1.22,22,26141
0,2.01,1,4,5,71.0,64.0,1.46,20,28158
0,2.01,1,4,5,71.0,64.0,1.46,22,28158
0,2.01,1,4,5,72.1,67.0,1.25,23,19370
0,2.01,1,5,2,70.6,66.0,1.06,18,20187
0,2.01,1,5,2,70.6,66.0,1.06,22,19762
0,2.01,1,5,4,65.8,73.0,1.33,19,26551
0,2.01,1,5,4,65.8,73.0,1.33,23,26525
0,2.01,1,6,2,71.7,72.0,1.33,18,22693
0,2.01,1,6,2,71.7,72.0,1.33,23,22260
0,2.01,1,6,2,74.0,63.0,1.46,19,22756
0,2.01,1,6,2,74.0,63.0,1.46,22,22320
0,2.01,1,6,3,74.8,68.0,1.23,19,27066
0,2.01,1,6,3,74.8,68.0,1.23,22,26635
0,2.01,2,0,4,65.2,64.0,1.19,22,11573
0,2.01,2,1,2,62.8,62.0,1.17,22,12398
0,2.01,2,1,2,64.6,69.0,1.25,22,12398
0,2.01,2,1,2,69.6,62.0,1.25,27,13746
0,2.01,2,1,3,61.1,71.0,1.22,22,13352
0,2.01,2,1,3,69.8,64.0,1.20,22,13757
0,2.01,2,1,4,61.4,71.0,1.08,22,14686
0,2.01,2,1,4,67.5,64.0,1.31,27,15857
0,2.01,2,1,6,68.4,63.0,1.06,22,17238
0,2.01,2,2,3,66.9,67.0,1.34,22,17485
0,2.01,2,2,3,69.6,64.0,1.23,27,18364
0,2.01,2,2,6,62.1,64.0,1.05,19,22692
0,2.01,2,2,6,62.1,64.0,1.05,22,22192
0,2.01,2,3,0,66.8,72.0,1.46,22,13941
0,2.01,2,3,1,65.3,68.0,1.21,22,15811
0,2.01,2,3,2,59.1,72.0,1.12,20,20195
0,2.01,2,3,2,59.1,72.0,1.12,22,20195
0,2.01,2,3,2,68.2,61.0,1.10,20,21228
0,2.01,2,3,2,68.2,61.0,1.10,22,20783
0,2.01,2,3,3,61.3,68.0,1.43,20,21104
0,2.01,2,3,3,61.3,68.0,1.43,22,21104
0,2.01,2,3,3,67.0,63.0,1.12,20,20570
0,2.01,2,3,3,67.0,63.0,1.12,22,20570
0,2.01,2,3,3,67.1,61.0,1.30,22,17782
0,2.01,2,3,3,68.8,63.0,1.26,20,20570
0,2.01,2,3,3,68.8,63.0,1.26,22,20570
0,2.01,2,3,4,67.6,61.0,1.40,18,22027
0,2.01,2,3,4,67.6,61.0,1.40,22,21561
0,2.01,2,4,2,68.2,58.0,1.33,19,20272
0,2.01,2,4,2,68.2,58.0,1.33,22,19811
0,2.01,2,4,2,69.5,66.0,1.24,22,20806
0,2.01,2,4,3,69.4,62.0,1.22,20,21594
0,2.01,2,4,3,69.4,62.0,1.22,22,21594
0,2.01,2,4,5,62.7,70.0,1.08,19,27832
0,2.01,2,4,5,62.7,70.0,1.08,22,27391
0,2.01,2,4,5,67.7,60.0,1.17,20,28536
0,2.01,2,4,5,67.7,60.0,1.17,22,28536
0,2.01,2,5,2,69.6,59.0,1.18,20,23604
0,2.01,2,5,2,69.6,59.0,1.18,22,23604
0,2.01,2,5,4,66.1,64.0,1.44,18,29667
0,2.01,2,5,4,66.1,64.0,1.44,23,29667
0,2.01,2,5,5,69.9,68.0,1.81,18,22958
0,2.01,2,5,5,69.9,68.0,1.81,22,22958
0,2.01,2,6,1,68.8,63.0,1.42,23,18977
0,2.01,3,4,3,67.3,62.0,1.34,21,28465
0,2.01,3,5,2,67.6,61.0,1.33,21,29062
0,2.01,3,5,3,64.9,62.0,1.31,21,29715
0,2.01,4,4,3,67.3,62.0,1.34,16,29082
0,2.01,4,5,2,67.6,61.0,1.33,16,29692
0,2.02,0,0,5,76.1,63.0,1.28,22,16361
0,2.02,0,1,6,55.7,61.0,1.17,22,16254
0,2.02,0,4,1,76.9,62.0,1.27,28,14197
0,2.02,1,1,1,66.3,74.0,1.54,28,12274
0,2.02,1,1,1,71.2,68.0,1.30,22,11480
0,2.02,1,1,1,73.6,60.0,1.30,22,11795
0,2.02,1,1,2,71.2,55.0,1.19,22,12459
0,2.02,1,1,4,73.3,62.0,1.29,22,14188
0,2.02,1,2,2,72.1,72.0,1.18,22,14096
0,2.02,1,3,1,70.9,63.0,1.36,23,10355
0,2.02,1,4,0,71.3,64.0,1.35,22,12693
0,2.02,1,4,4,65.1,75.0,1.49,19,27000
0,2.02,1,4,4,65.1,75.0,1.49,22,26520
0,2.02,1,4,5,60.7,73.0,1.41,19,26296
0,2.02,1,4,5,60.7,73.0,1.41,22,25879
0,2.02,1,4,5,70.3,69.0,1.38,19,28287
0,2.02,1,4,5,70.3,69.0,1.38,22,27839
0,2.02,1,5,2,73.5,65.0,1.05,28,16881
0,2.02,1,6,1,68.1,73.0,1.46,22,17546
0,2.02,1,6,1,72.1,66.0,1.34,22,17363
0,2.02,1,6,4,71.2,68.0,1.33,19,28556
0,2.02,1,6,4,71.2,68.0,1.33,22,28168
0,2.02,2,1,0,60.6,70.0,1.27,22,10222
0,2.02,2,1,1,69.7,70.0,1.25,28,12113
0,2.02,2,1,2,62.1,62.0,1.30,23,12581
0,2.02,2,1,5,64.6,71.0,1.17,22,16157
0,2.02,2,2,1,66.9,69.0,1.33,22,13094
0,2.02,2,2,3,62.2,69.0,1.27,22,17752
0,2.02,2,2,3,62.6,69.0,1.11,22,17114
0,2.02,2,2,3,63.8,64.0,1.17,22,16601
0,2.02,2,2,3,64.4,67.0,1.22,22,15566
0,2.02,2,2,3,68.4,64.0,1.26,22,16254
0,2.02,2,2,4,67.0,64.0,1.24,22,17033
0,2.02,2,2,5,63.4,65.0,1.25,22,18095
0,2.02,2,2,6,67.8,64.0,1.22,19,21379
0,2.02,2,2,6,67.8,64.0,1.22,22,20907
0,2.02,2,3,1,67.3,57.0,1.19,22,14858
0,2.02,2,3,2,65.8,68.0,1.26,22,19559
0,2.02,2,3,2,68.4,63.0,1.27,23,18384
0,2.02,2,3,2,69.1,62.0,1.34,22,18176
0,2.02,2,3,3,66.6,64.0,1.36,27,20940
0,2.02,2,3,3,68.4,62.0,1.28,20,20670
0,2.02,2,3,3,68.4,62.0,1.28,22,20670
0,2.02,2,3,4,60.8,65.0,1.39,19,22161
0,2.02,2,3,6,61.7,67.0,1.28,20,27850
0,2.02,2,3,6,61.7,67.0,1.28,22,27850
0,2.02,2,3,6,64.3,67.0,1.10,19,25758
0,2.02,2,3,6,64.3,67.0,1.10,22,25324
0,2.02,2,4,2,62.9,68.0,1.16,20,22009
0,2.02,2,4,2,69.3,67.0,1.32,24,21143
0,2.02,2,4,2,69.3,67.0,1.32,28,20660
0,2.02,2,4,2,69.5,68.0,1.06,20,21498
0,2.02,2,4,3,67.6,63.0,1.29,24,25196
0,2.02,2,4,3,67.6,63.0,1.29,28,24666
0,2.02,2,4,3,68.8,60.0,1.20,22,18959
0,2.02,2,4,4,65.7,68.0,1.16,19,25355
0,2.02,2,4,4,65.7,68.0,1.16,22,24899
0,2.02,2,4,4,68.5,63.0,1.37,24,25294
0,2.02,2,4,4,68.5,63.0,1.37,28,29765
0,2.02,2,4,5,63.7,66.0,1.38,19,28355
0,2.02,2,4,5,63.7,66.0,1.38,22,27902
0,2.02,2,5,1,68.3,61.0,1.29,22,17809
0,2.02,2,5,2,68.4,62.0,1.35,23,23169
0,2.02,2,5,2,68.4,62.0,1.35,28,23169
0,2.02,2,5,3,61.4,70.0,1.40,19,28735
0,2.02,2,5,3,61.4,70.0,1.40,22,28225
0,2.02,2,5,3,65.1,68.0,1.15,19,21219
0,2.02,2,5,3,65.1,68.0,1.15,22,20828
0,2.02,2,6,4,59.9,70.0,1.17,22,29730
0,2.03,0,6,1,64.8,52.0,1.71,22,19157
0,2.03,1,2,3,70.3,66.0,1.30,22,16331
0,2.03,1,3,2,64.9,73.0,1.35,23,18649
0,2.03,1,3,2,69.2,55.0,1.11,19,26337
0,2.03,1,3,2,69.2,55.0,1.11,22,26337
0,2.03,1,3,2,71.0,56.0,1.35,20,25062
0,2.03,1,3,2,71.0,56.0,1.35,22,25062
0,2.03,1,4,2,70.2,61.0,1.11,20,20770
0,2.03,1,4,2,70.2,61.0,1.11,22,20770
0,2.03,1,4,4,71.2,66.0,1.41,20,29314
0,2.03,1,4,4,71.2,66.0,1.41,22,28875
0,2.03,1,4,4,73.2,69.0,1.36,23,21601
0,2.03,1,5,1,70.0,70.0,1.38,22,16717
0,2.03,2,0,4,64.5,67.0,1.08,22,11381
0,2.03,2,1,4,65.3,70.0,1.17,22,15394
0,2.03,2,1,6,63.6,70.0,1.14,22,15685
0,2.03,2,2,3,67.7,62.0,1.24,27,18539
0,2.03,2,2,4,59.2,59.0,1.34,22,18190
0,2.03,2,2,4,63.3,70.0,1.09,22,17571
0,2.03,2,3,3,65.5,70.0,1.22,20,20770
0,2.03,2,3,3,65.5,70.0,1.22,22,20770
0,2.03,2,3,3,66.2,70.0,1.18,19,20695
0,2.03,2,3,5,64.9,67.0,1.26,19,24613
0,2.03,2,3,5,64.9,67.0,1.26,22,24143
0,2.03,2,4,1,68.4,65.0,1.51,23,16447
0,2.03,2,4,4,63.3,65.0,1.16,19,23736
0,2.03,2,4,4,63.3,65.0,1.16,22,23308
0,2.03,2,4,6,68.9,67.0,1.21,19,29910
0,2.03,2,4,6,68.9,67.0,1.21,22,29502
0,2.03,2,6,1,67.4,68.0,1.34,22,19157
0,2.03,2,6,3,68.3,62.0,1.24,19,26422
0,2.03,2,6,3,68.3,62.0,1.24,22,26003
0,2.04,2,1,1,67.7,66.0,1.10,22,11592
0,2.04,2,1,4,64.2,67.0,1.09,22,16234
0,2.04,2,1,4,67.3,63.0,1.30,23,14891
0,2.04,2,1,4,69.5,66.0,1.67,22,13688
0,2.04,2,1,5,63.0,64.0,1.37,22,16316
0,2.04,2,2,4,66.1,68.0,1.24,22,17195
0,2.04,2,2,4,68.8,57.0,1.29,27,15760
0,2.04,2,2,6,64.9,63.0,1.05,22,21953
0,2.04,2,3,1,62.9,69.0,1.44,22,16191
0,2.04,2,3,2,65.6,66.0,1.09,22,17455
0,2.04,2,3,4,68.4,72.0,1.37,22,21899
0,2.04,2,3,5,65.9,61.0,1.36,20,24912
0,2.04,2,3,5,65.9,61.0,1.36,22,24912
0,2.04,2,4,0,66.6,68.0,1.26,22,12865
0,2.04,2,4,2,68.3,70.0,1.33,23,18626
0,2.04,2,4,2,68.9,65.0,1.46,24,20769
0,2.04,2,4,2,68.9,65.0,1.46,28,20295
0,2.04,2,4,5,69.1,71.0,1.52,18,29264
0,2.04,2,4,5,69.1,71.0,1.52,23,28802
0,2.04,2,5,4,64.1,63.0,1.41,29,28516
0,2.04,2,6,0,68.1,67.0,1.49,28,13637
0,2.04,3,3,2,67.1,62.0,1.37,21,27024
0,2.04,4,3,2,67.1,62.0,1.37,16,27713
0,2.05,1,0,2,68.9,54.0,1.34,22,11103
0,2.05,1,4,1,70.2,60.0,1.16,22,16601
0,2.05,1,4,2,71.4,61.0,1.06,20,20969
0,2.05,1,4,2,71.4,61.0,1.06,22,20969
0,2.05,1,4,6,70.3,63.0,1.47,20,29038
0,2.05,1,5,3,70.5,68.0,1.29,20,24122
0,2.05,1,5,3,71.0,64.0,1.29,20,24122
0,2.05,1,6,0,71.5,71.0,1.35,22,13005
0,2.05,2,1,2,68.1,63.0,1.32,28,13326
0,2.05,2,1,6,66.3,63.0,1.45,22,16212
0,2.05,2,2,6,62.8,65.0,1.26,20,21220
0,2.05,2,2,6,62.8,65.0,1.26,22,21220
0,2.05,2,3,2,68.3,66.0,1.26,27,18824
0,2.05,2,4,1,69.7,63.0,1.47,22,15003
0,2.05,2,5,1,68.8,64.0,1.35,22,18601
0,2.05,2,5,1,69.2,67.0,1.14,23,18438
0,2.05,2,5,2,68.9,65.0,1.39,25,24725
0,2.05,2,5,2,68.9,65.0,1.39,28,24725
0,2.05,2,5,3,68.0,68.0,1.29,19,27388
0,2.05,2,5,3,68.0,68.0,1.29,22,26901
0,2.05,2,6,1,63.1,67.0,1.51,22,18105
0,2.05,2,6,3,68.0,63.0,1.32,19,28693
0,2.05,2,6,3,68.0,63.0,1.32,22,29748
0,2.06,1,2,4,73.7,60.0,1.28,28,14469
0,2.06,1,4,4,72.8,70.0,1.38,18,22998
0,2.06,1,4,4,72.8,70.0,1.38,23,22587
0,2.06,1,6,2,70.4,64.0,1.40,19,22981
0,2.06,1,6,2,70.4,64.0,1.40,23,22543
0,2.06,2,0,1,63.4,69.0,1.34,28,10438
0,2.06,2,0,3,65.0,64.0,1.21,22,10552
0,2.06,2,1,4,63.6,67.0,1.22,22,15613
0,2.06,2,1,6,61.6,69.0,1.11,22,16563
0,2.06,2,2,3,63.9,63.0,1.07,22,16998
0,2.06,2,2,6,59.4,68.0,1.09,19,21129
0,2.06,2,2,6,59.4,68.0,1.09,22,20664
0,2.06,2,3,0,63.7,64.0,1.58,22,14070
0,2.06,2,3,1,64.8,67.0,1.52,22,14306
0,2.06,2,3,2,64.6,66.0,1.43,19,20111
0,2.06,2,3,2,64.6,66.0,1.43,22,19619
0,2.07,1,1,6,71.7,66.0,1.07,22,17731
0,2.07,1,2,4,70.2,62.0,1.34,28,18605
0,2.07,1,5,0,67.1,55.0,1.10,22,13751
0,2.07,2,0,4,65.1,66.0,1.20,22,11914
0,2.07,2,1,6,69.8,68.0,1.40,22,15982
0,2.07,2,3,1,68.8,62.0,1.13,22,16744
0,2.07,2,5,1,61.1,63.0,1.45,28,15203
0,2.08,1,3,6,71.5,58.0,1.71,19,27248
0,2.08,1,3,6,71.5,58.0,1.71,22,26792
0,2.08,1,4,4,72.8,63.0,1.40,22,29897
0,2.08,1,6,1,71.5,72.0,1.33,23,17566
0,2.08,1,6,2,72.0,70.0,1.36,18,22483
0,2.08,1,6,2,72.0,70.0,1.36,23,22054
0,2.08,2,1,1,63.5,64.0,1.17,23,12533
0,2.08,2,2,5,65.5,69.0,1.11,22,18858
0,2.08,2,2,6,64.8,62.0,1.19,19,21997
0,2.08,2,2,6,64.8,62.0,1.19,22,21512
0,2.08,2,3,2,62.4,67.0,1.36,22,19615
0,2.08,2,3,2,66.1,60.0,1.37,20,25659
0,2.08,2,3,2,66.1,60.0,1.37,22,25659
0,2.08,2,3,3,68.2,59.0,1.28,20,21268
0,2.08,2,3,3,68.2,59.0,1.28,22,21268
0,2.08,2,3,4,60.1,66.0,1.28,19,23641
0,2.08,2,3,4,60.1,66.0,1.28,22,23142
0,2.08,2,3,5,63.4,69.0,1.11,19,26227
0,2.08,2,3,5,63.4,69.0,1.11,22,25716
0,2.09,0,1,1,54.8,69.0,1.13,22,12998
0,2.09,1,3,6,70.4,65.0,1.24,18,26548
0,2.09,1,3,6,70.4,65.0,1.24,23,26103
0,2.09,1,5,0,70.2,69.0,1.14,22,18583
0,2.09,2,0,4,67.3,68.0,1.18,22,11712
0,2.09,2,2,5,69.3,65.0,1.41,22,18127
0,2.09,2,3,3,61.9,66.0,1.30,20,21646
0,2.09,2,3,6,65.6,60.0,1.29,19,28200
0,2.09,2,3,6,65.6,60.0,1.29,22,27728
0,2.09,2,5,3,68.9,69.0,1.39,18,27626
0,2.09,2,5,4,65.9,68.0,1.11,20,29237
0,2.09,2,5,4,65.9,68.0,1.11,22,29237
0,2.09,2,6,2,66.1,60.0,1.29,20,25503
0,2.09,2,6,2,66.1,60.0,1.29,22,25503
0,2.10,1,5,0,70.5,67.0,1.13,22,13569
0,2.10,2,2,4,68.9,63.0,1.19,22,18683
0,2.10,2,3,1,64.6,60.0,1.23,22,16912
0,2.10,2,3,1,64.6,63.0,1.48,22,16483
0,2.10,2,3,4,60.8,70.0,1.42,20,23135
0,2.10,2,3,4,60.8,70.0,1.42,22,23135
0,2.10,2,5,3,66.2,64.0,1.46,24,28125
0,2.10,2,5,3,66.2,64.0,1.46,28,27625
0,2.10,2,6,2,62.0,68.0,1.34,20,25621
0,2.10,2,6,2,62.0,68.0,1.34,22,25621
0,2.11,1,2,5,70.3,59.0,1.08,22,19380
0,2.11,1,3,4,60.5,74.0,1.11,22,22629
0,2.11,2,1,1,67.7,66.0,1.33,22,12572
0,2.11,2,1,4,67.2,69.0,1.45,28,16000
0,2.11,2,2,5,61.6,70.0,1.28,20,21757
0,2.11,2,2,5,61.6,70.0,1.28,27,21218
0,2.11,2,4,1,64.1,67.0,1.35,22,18697
0,2.11,2,4,3,68.9,64.0,1.06,20,23844
0,2.11,2,4,3,68.9,64.0,1.06,22,23844
0,2.12,2,3,1,62.6,66.0,1.32,22,15780
0,2.12,2,3,2,65.3,65.0,1.28,28,19966
0,2.12,2,3,6,69.8,67.0,1.27,19,27754
0,2.12,2,3,6,69.8,67.0,1.27,22,27289
0,2.12,2,4,4,60.8,70.0,1.06,20,28230
0,2.12,2,4,4,60.8,70.0,1.06,22,28230
0,2.12,2,4,4,65.1,66.0,1.17,20,29288
0,2.12,2,4,4,65.1,66.0,1.17,22,29288
0,2.13,1,5,3,72.3,69.0,1.41,23,28745
0,2.13,2,1,4,68.5,66.0,1.08,22,15127
0,2.13,2,3,3,66.8,65.0,1.37,20,20916
0,2.13,2,3,3,66.8,65.0,1.37,22,20916
0,2.13,2,6,1,68.6,60.0,1.38,19,20035
0,2.13,2,6,1,68.6,60.0,1.38,22,19545
0,2.14,1,4,3,71.9,69.0,1.50,18,23329
0,2.14,1,4,3,71.9,69.0,1.50,23,22837
0,2.14,2,3,6,68.4,70.0,1.10,19,28006
0,2.14,2,3,6,68.4,70.0,1.10,22,27538
0,2.14,2,6,2,67.4,67.0,1.32,20,26093
0,2.14,2,6,2,67.4,67.0,1.32,22,26093
0,2.15,1,3,3,71.1,68.0,1.48,20,20736
0,2.15,1,3,3,71.1,68.0,1.48,22,20736
0,2.15,2,0,4,61.1,70.0,1.16,22,12043
0,2.15,2,1,5,68.5,58.0,1.21,22,16526
0,2.15,2,2,4,65.8,66.0,1.20,22,24755
0,2.15,2,2,6,66.8,60.0,1.06,19,21806
0,2.15,2,2,6,66.8,60.0,1.06,22,21327
0,2.15,2,3,3,68.0,61.0,1.29,20,21964
0,2.15,2,3,3,68.0,61.0,1.29,22,21964
0,2.16,1,0,3,71.5,64.0,1.16,22,12471
0,2.16,2,2,5,65.5,71.0,1.10,19,20310
0,2.16,2,2,5,65.5,71.0,1.10,22,19807
0,2.16,2,3,2,66.5,59.0,1.08,20,20870
0,2.17,0,1,3,54.5,66.0,1.58,22,14250
0,2.17,2,2,4,64.4,71.0,1.18,22,18242
0,2.17,2,6,2,64.5,63.0,1.57,19,25561
0,2.17,2,6,2,64.5,63.0,1.57,22,25071
0,2.18,2,2,6,66.1,64.0,1.37,19,21394
0,2.18,2,2,6,66.1,64.0,1.37,22,20924
0,2.18,2,3,2,66.2,69.0,1.31,22,21349
0,2.19,1,3,5,69.8,56.0,1.05,23,29525
0,2.19,1,6,0,72.9,71.0,1.35,28,13749
0,2.19,2,3,4,69.0,65.0,1.38,27,24734
0,2.20,0,5,2,77.5,61.0,1.19,19,23380
0,2.20,0,5,2,77.5,61.0,1.19,22,22886
0,2.20,2,1,5,66.7,66.0,1.44,22,18143
0,2.20,2,4,2,65.1,70.0,1.20,22,21868
0,2.21,1,5,1,71.8,62.0,1.37,20,20057
0,2.21,1,5,1,71.8,62.0,1.37,23,19551
0,2.21,1,6,0,72.6,69.0,1.42,23,11007
0,2.21,1,6,2,71.8,66.0,1.29,22,26245
0,2.21,2,0,2,69.0,67.0,1.29,22,10605
0,2.21,2,0,3,63.5,64.0,1.19,22,11618
0,2.21,3,2,4,67.2,61.0,1.35,21,26223
0,2.21,4,2,4,67.2,61.0,1.35,16,26956
0,2.22,0,0,3,69.5,53.0,1.06,22,11983
0,2.22,1,2,3,70.4,59.0,1.11,22,19888
0,2.22,2,0,3,63.2,67.0,1.14,22,10902
0,2.22,2,1,4,60.0,69.0,1.17,22,16161
0,2.22,2,1,4,68.9,61.0,1.17,22,16782
0,2.23,1,2,4,64.2,74.0,1.24,18,20371
0,2.23,1,2,4,70.1,65.0,1.08,19,20331
0,2.23,1,2,4,70.1,65.0,1.08,22,19783
0,2.23,1,5,2,72.6,69.0,1.58,22,20197
0,2.23,1,5,4,71.2,69.0,1.37,22,26705
0,2.23,1,5,4,71.2,69.0,1.37,23,27135
0,2.23,2,0,4,64.8,65.0,1.14,22,11978
0,2.23,2,3,3,67.2,59.0,1.38,19,23278
0,2.23,2,3,3,67.2,59.0,1.38,26,22748
0,2.23,2,3,4,63.4,65.0,1.43,19,27298
0,2.23,2,3,4,63.4,65.0,1.43,22,26724
0,2.24,1,4,4,66.5,74.0,1.27,19,29830
0,2.24,1,4,4,66.5,74.0,1.27,22,29302
0,2.24,2,0,5,66.9,61.0,1.21,22,13542
0,2.24,2,4,3,67.6,61.0,1.22,22,27260
0,2.25,1,4,0,71.3,69.0,1.33,23,12969
0,2.25,2,1,1,66.0,68.0,1.15,22,12767
0,2.26,1,0,2,71.0,60.0,1.14,22,11133
0,2.26,2,2,5,62.5,67.0,1.44,24,23552
0,2.26,3,2,5,67.0,64.0,1.31,21,28723
0,2.26,4,2,5,67.0,64.0,1.31,16,29454
0,2.27,2,0,4,63.7,69.0,1.16,22,12705
0,2.27,2,2,2,68.4,61.0,1.06,19,21567
0,2.27,2,2,2,68.4,61.0,1.06,22,21567
0,2.28,1,2,6,70.1,64.0,1.35,20,23531
0,2.28,1,2,6,70.1,64.0,1.35,22,23531
0,2.29,2,1,6,66.5,65.0,1.19,22,18337
0,2.30,1,5,3,70.9,66.0,1.32,18,28250
0,2.30,1,5,3,70.9,66.0,1.32,23,27748
0,2.30,2,0,2,65.8,65.0,1.47,22,12189
0,2.32,2,1,4,68.0,67.0,1.26,22,17500
0,2.32,2,3,2,63.6,60.0,1.43,22,27125
0,2.32,2,3,3,68.6,61.0,1.30,19,27578
0,2.32,2,3,3,68.6,61.0,1.30,22,26953
0,2.32,2,4,3,66.9,60.0,1.41,20,26139
0,2.32,2,4,3,66.9,60.0,1.41,22,26139
0,2.33,2,0,4,69.2,61.0,1.24,22,13735
0,2.34,1,3,5,60.1,73.0,1.41,19,29272
0,2.34,1,3,5,60.1,73.0,1.41,22,28719
0,2.35,2,3,4,63.4,65.0,1.49,22,25788
0,2.36,2,1,3,68.4,61.0,1.20,22,15848
0,2.36,2,3,1,59.8,66.0,1.29,22,20276
0,2.37,2,1,6,66.8,65.0,1.13,22,18940
0,2.37,2,2,6,65.9,63.0,1.33,19,28201
0,2.37,2,2,6,65.9,63.0,1.33,22,27277
0,2.37,2,5,1,66.3,68.0,1.44,18,24237
0,2.37,2,5,1,66.3,68.0,1.44,22,23612
0,2.38,1,4,4,74.4,69.0,1.24,18,27239
0,2.38,1,4,4,74.4,69.0,1.24,23,26754
0,2.39,2,2,2,69.1,64.0,1.19,22,19451
0,2.39,2,5,2,64.1,67.0,1.56,20,26224
0,2.39,2,5,2,64.1,67.0,1.56,22,26224
0,2.40,1,4,1,57.8,66.0,1.25,20,26986
0,2.40,1,4,1,57.8,66.0,1.25,22,26986
0,2.40,3,2,2,67.0,64.0,1.31,21,27218
0,2.40,4,2,2,67.0,64.0,1.31,16,28076
0,2.41,1,2,5,70.0,63.0,1.15,22,23216
0,2.50,1,4,2,72.1,64.0,1.24,18,28615
0,2.51,1,1,2,64.3,74.0,1.19,22,16970
0,2.56,2,1,4,67.0,69.0,1.53,23,22229
0,2.57,2,0,1,68.8,58.0,1.29,22,12791
0,2.78,2,2,2,62.9,64.0,1.18,19,26490
0,2.78,2,2,2,62.9,64.0,1.18,22,25689
0,2.88,1,1,1,74.5,66.0,1.06,18,22732
0,2.88,1,1,1,74.5,66.0,1.06,23,22118
0,3.01,2,0,3,64.5,70.0,1.09,22,27359
0,3.01,2,0,4,68.6,69.0,1.12,22,27568
0,3.01,2,1,2,67.6,69.0,1.20,22,29866
0,3.01,2,0,3,64.5,70.0,1.09,20,27359
0,3.02,1,1,0,72.0,59.0,1.41,20,20058
0,3.02,1,1,0,72.0,59.0,1.41,22,20058
0,3.02,2,0,6,67.6,66.0,1.17,22,28820
0,3.02,2,3,0,69.7,67.0,1.22,23,24587
0,3.02,2,0,2,66.3,64.0,1.13,20,23404
0,3.02,2,0,6,67.6,66.0,1.17,19,29260
0,3.03,2,0,4,68.8,66.0,1.17,22,29573
0,3.04,1,4,1,74.9,68.0,1.33,22,29935
0,3.06,2,0,2,64.3,66.0,1.11,22,23055
0,3.07,0,0,2,75.5,52.0,1.18,22,23128
0,3.07,0,0,2,75.5,52.0,1.18,18,23600
0,3.07,2,0,3,67.7,68.0,1.10,22,26201
0,3.07,2,0,3,67.7,68.0,1.10,20,26201
0,3.09,2,0,3,61.0,69.0,1.06,22,26366
0,3.09,2,0,3,61.0,69.0,1.06,20,26366
0,3.50,2,0,0,69.8,61.0,1.27,22,22225
0,2.00,0,2,0,47.2,64.0,0.91,28,11771
0,2.00,1,6,1,52.8,65.0,0.82,18,20458
0,2.00,1,6,1,52.8,65.0,0.82,23,19951
0,2.00,2,5,1,55.8,60.0,0.90,22,17511
0,2.01,0,3,1,50.9,64.0,0.89,28,16646
0,2.01,0,5,1,46.7,61.0,1.16,18,21404
0,2.01,1,4,2,60.0,53.0,0.87,20,20570
0,2.01,2,2,3,57.7,58.0,0.84,23,21161
0,2.01,2,2,3,57.7,58.0,0.84,28,20561
0,2.01,2,4,1,56.0,57.0,1.02,22,17571
0,2.01,2,6,0,60.8,60.0,0.98,23,15359
0,2.01,2,6,1,59.3,63.0,0.87,22,17463
0,2.02,1,4,1,57.0,53.0,0.87,22,19043
0,2.02,1,5,1,61.6,61.0,0.88,22,19906
0,2.03,0,2,1,63.3,60.0,0.96,22,14514
